backbone,predictor,condition,transformed_identifier,clean_official_index,true_class_id,cosine_similarity,clean_predicted_class_id,transformed_predicted_class_id,prediction_consistent
vit_b_16,vit_b_16_linear_head,grayscale,1095,1095,5,0.8123982548713684,5,5,True
vit_b_16,vit_b_16_linear_head,grayscale,1109,1109,1,0.7728331685066223,1,1,True
vit_b_16,vit_b_16_linear_head,grayscale,1111,1111,4,0.6387314796447754,4,4,True
vit_b_16,vit_b_16_linear_head,grayscale,1115,1115,1,0.6066862940788269,1,1,True
vit_b_16,vit_b_16_linear_head,grayscale,1124,1124,4,0.7148435115814209,4,4,True
vit_b_16,vit_b_16_linear_head,grayscale,1129,1129,8,0.7051997780799866,8,8,True
vit_b_16,vit_b_16_linear_head,grayscale,1175,1175,0,0.9207358360290527,0,0,True
vit_b_16,vit_b_16_linear_head,grayscale,1202,1202,2,0.78554368019104,2,2,True
vit_b_16,vit_b_16_linear_head,grayscale,1204,1204,3,0.76012122631073,3,3,True
vit_b_16,vit_b_16_linear_head,grayscale,1211,1211,4,0.7305125594139099,4,4,True
vit_b_16,vit_b_16_linear_head,grayscale,1220,1220,7,0.7207165956497192,7,7,True
vit_b_16,vit_b_16_linear_head,grayscale,1230,1230,1,0.5385977029800415,1,7,False
vit_b_16,vit_b_16_linear_head,grayscale,1247,1247,8,0.767884373664856,8,8,True
vit_b_16,vit_b_16_linear_head,grayscale,1263,1263,3,0.7576200366020203,3,3,True
vit_b_16,vit_b_16_linear_head,grayscale,1266,1266,4,0.7104885578155518,4,4,True
vit_b_16,vit_b_16_linear_head,grayscale,1287,1287,7,0.8659825325012207,7,7,True
vit_b_16,vit_b_16_linear_head,grayscale,1296,1296,7,0.534295380115509,7,7,True
vit_b_16,vit_b_16_linear_head,grayscale,1370,1370,3,0.7299318313598633,3,3,True
vit_b_16,vit_b_16_linear_head,grayscale,1389,1389,0,0.8397453427314758,0,0,True
vit_b_16,vit_b_16_linear_head,grayscale,1401,1401,3,0.7461955547332764,3,3,True
vit_b_16,vit_b_16_linear_head,grayscale,1403,1403,2,0.7607468962669373,2,2,True
vit_b_16,vit_b_16_linear_head,grayscale,1411,1411,9,0.8849995136260986,9,9,True
vit_b_16,vit_b_16_linear_head,grayscale,1429,1429,4,0.731021523475647,4,4,True
vit_b_16,vit_b_16_linear_head,grayscale,1430,1430,9,0.7394159436225891,9,9,True
vit_b_16,vit_b_16_linear_head,grayscale,1431,1431,3,0.7944871783256531,3,3,True
vit_b_16,vit_b_16_linear_head,grayscale,1436,1436,1,0.6214977502822876,1,1,True
vit_b_16,vit_b_16_linear_head,grayscale,1440,1440,7,0.775852382183075,7,7,True
vit_b_16,vit_b_16_linear_head,grayscale,1468,1468,9,0.7317396402359009,9,9,True
vit_b_16,vit_b_16_linear_head,grayscale,1473,1473,7,0.8439565896987915,7,7,True
vit_b_16,vit_b_16_linear_head,grayscale,1515,1515,9,0.8248372673988342,9,9,True
vit_b_16,vit_b_16_linear_head,grayscale,1520,1520,2,0.7566708326339722,2,2,True
vit_b_16,vit_b_16_linear_head,grayscale,1531,1531,3,0.5654808878898621,3,3,True
vit_b_16,vit_b_16_linear_head,grayscale,1534,1534,6,0.9959684014320374,6,6,True
vit_b_16,vit_b_16_linear_head,grayscale,1552,1552,5,0.733424186706543,5,5,True
vit_b_16,vit_b_16_linear_head,grayscale,1553,1553,0,0.7957813143730164,0,0,True
vit_b_16,vit_b_16_linear_head,grayscale,1563,1563,3,0.6997151374816895,3,3,True
vit_b_16,vit_b_16_linear_head,grayscale,1568,1568,1,0.565570056438446,1,1,True
vit_b_16,vit_b_16_linear_head,grayscale,1579,1579,7,0.7014892101287842,7,7,True
vit_b_16,vit_b_16_linear_head,grayscale,1586,1586,2,0.7985844016075134,2,2,True
vit_b_16,vit_b_16_linear_head,grayscale,1596,1596,0,0.6194073557853699,0,0,True
vit_b_16,vit_b_16_linear_head,grayscale,1626,1626,5,0.6872006058692932,5,5,True
vit_b_16,vit_b_16_linear_head,grayscale,1640,1640,8,0.7862740755081177,8,8,True
vit_b_16,vit_b_16_linear_head,grayscale,1644,1644,5,0.7119054794311523,5,5,True
vit_b_16,vit_b_16_linear_head,grayscale,1648,1648,0,0.9156138896942139,0,0,True
vit_b_16,vit_b_16_linear_head,grayscale,1654,1654,9,0.8016875982284546,9,9,True
vit_b_16,vit_b_16_linear_head,grayscale,1667,1667,6,0.9999999403953552,6,6,True
vit_b_16,vit_b_16_linear_head,grayscale,1703,1703,7,0.6074339747428894,7,7,True
vit_b_16,vit_b_16_linear_head,grayscale,1711,1711,7,0.5715822577476501,7,7,True
vit_b_16,vit_b_16_linear_head,grayscale,1771,1771,7,0.8640942573547363,7,5,False
vit_b_16,vit_b_16_linear_head,grayscale,1783,1783,8,0.717183530330658,8,8,True
vit_b_16,vit_b_16_linear_head,grayscale,1814,1814,2,0.733036994934082,2,2,True
vit_b_16,vit_b_16_linear_head,grayscale,1833,1833,8,0.8120877742767334,8,8,True
vit_b_16,vit_b_16_linear_head,grayscale,1836,1836,9,0.7573155164718628,9,9,True
vit_b_16,vit_b_16_linear_head,grayscale,1839,1839,2,0.9359331130981445,2,2,True
vit_b_16,vit_b_16_linear_head,grayscale,1852,1852,1,0.7966487407684326,1,1,True
vit_b_16,vit_b_16_linear_head,grayscale,1871,1871,1,0.812575101852417,1,1,True
vit_b_16,vit_b_16_linear_head,grayscale,1877,1877,5,0.3763565123081207,5,4,False
vit_b_16,vit_b_16_linear_head,grayscale,1884,1884,7,0.8231769800186157,7,7,True
vit_b_16,vit_b_16_linear_head,grayscale,1927,1927,7,0.8955411911010742,7,7,True
vit_b_16,vit_b_16_linear_head,grayscale,1954,1954,8,0.7473428845405579,8,8,True
vit_b_16,vit_b_16_linear_head,grayscale,1956,1956,7,0.6295642852783203,7,7,True
vit_b_16,vit_b_16_linear_head,grayscale,1960,1960,4,0.518444299697876,5,4,False
vit_b_16,vit_b_16_linear_head,grayscale,1977,1977,0,0.9092222452163696,0,0,True
vit_b_16,vit_b_16_linear_head,grayscale,1986,1986,1,0.7981525659561157,1,1,True
vit_b_16,vit_b_16_linear_head,grayscale,1993,1993,1,0.6887892484664917,1,1,True
vit_b_16,vit_b_16_linear_head,grayscale,2003,2003,6,0.6732022762298584,6,6,True
vit_b_16,vit_b_16_linear_head,grayscale,2011,2011,9,0.8612813353538513,9,9,True
vit_b_16,vit_b_16_linear_head,grayscale,2024,2024,0,0.769250750541687,0,0,True
vit_b_16,vit_b_16_linear_head,grayscale,2028,2028,3,0.652225911617279,3,3,True
vit_b_16,vit_b_16_linear_head,grayscale,2062,2062,9,0.8937403559684753,9,9,True
vit_b_16,vit_b_16_linear_head,grayscale,2070,2070,1,0.41240641474723816,1,1,True
vit_b_16,vit_b_16_linear_head,grayscale,2082,2082,2,0.6917958855628967,2,2,True
vit_b_16,vit_b_16_linear_head,grayscale,2095,2095,1,0.7670724987983704,1,1,True
vit_b_16,vit_b_16_linear_head,grayscale,2109,2109,8,0.8309866189956665,8,8,True
vit_b_16,vit_b_16_linear_head,grayscale,2114,2114,9,0.8602979779243469,9,9,True
vit_b_16,vit_b_16_linear_head,grayscale,2116,2116,1,0.6322982907295227,3,3,True
vit_b_16,vit_b_16_linear_head,grayscale,2157,2157,1,0.4002404808998108,1,1,True
vit_b_16,vit_b_16_linear_head,grayscale,2167,2167,9,0.7085821032524109,9,9,True
vit_b_16,vit_b_16_linear_head,grayscale,2178,2178,1,0.6733578443527222,1,1,True
vit_b_16,vit_b_16_linear_head,grayscale,2191,2191,8,0.6185277104377747,8,8,True
vit_b_16,vit_b_16_linear_head,grayscale,2230,2230,8,0.6108660697937012,8,8,True
vit_b_16,vit_b_16_linear_head,grayscale,2242,2242,0,0.7300835847854614,0,0,True
vit_b_16,vit_b_16_linear_head,grayscale,2265,2265,5,0.678574800491333,5,5,True
vit_b_16,vit_b_16_linear_head,grayscale,2268,2268,5,0.8426046967506409,5,5,True
vit_b_16,vit_b_16_linear_head,grayscale,2291,2291,3,0.6215645670890808,3,3,True
vit_b_16,vit_b_16_linear_head,grayscale,2334,2334,5,0.715144157409668,5,5,True
vit_b_16,vit_b_16_linear_head,grayscale,2340,2340,8,0.7685233950614929,8,8,True
vit_b_16,vit_b_16_linear_head,grayscale,2342,2342,8,0.8060574531555176,8,8,True
vit_b_16,vit_b_16_linear_head,grayscale,2351,2351,9,0.8688925504684448,9,9,True
vit_b_16,vit_b_16_linear_head,grayscale,2391,2391,5,0.5725310444831848,5,4,False
vit_b_16,vit_b_16_linear_head,grayscale,2392,2392,2,0.7705790400505066,2,2,True
vit_b_16,vit_b_16_linear_head,grayscale,2399,2399,4,0.7751529812812805,4,4,True
vit_b_16,vit_b_16_linear_head,grayscale,2414,2414,9,0.6882656216621399,9,9,True
vit_b_16,vit_b_16_linear_head,grayscale,2427,2427,5,0.8250569701194763,5,5,True
vit_b_16,vit_b_16_linear_head,grayscale,2458,2458,5,0.7460534572601318,5,5,True
vit_b_16,vit_b_16_linear_head,grayscale,2501,2501,7,0.7687941789627075,7,7,True
vit_b_16,vit_b_16_linear_head,grayscale,2502,2502,2,0.8115334510803223,2,2,True
vit_b_16,vit_b_16_linear_head,grayscale,2536,2536,3,0.6961615085601807,3,3,True
vit_b_16,vit_b_16_linear_head,grayscale,2539,2539,3,0.8071720600128174,3,3,True
vit_b_16,vit_b_16_linear_head,grayscale,2610,2610,6,0.7272608876228333,6,6,True
vit_b_16,vit_b_16_linear_head,grayscale,2623,2623,5,0.37051913142204285,5,4,False
vit_b_16,vit_b_16_linear_head,grayscale,2655,2655,9,0.7865817546844482,9,9,True
vit_b_16,vit_b_16_linear_head,grayscale,2668,2668,7,0.6883836984634399,7,7,True
vit_b_16,vit_b_16_linear_head,grayscale,2676,2676,6,0.6915432214736938,6,6,True
vit_b_16,vit_b_16_linear_head,grayscale,2687,2687,1,0.8326622843742371,1,1,True
vit_b_16,vit_b_16_linear_head,grayscale,2690,2690,1,0.5844113826751709,1,1,True
vit_b_16,vit_b_16_linear_head,grayscale,2704,2704,4,0.8553805351257324,4,4,True
vit_b_16,vit_b_16_linear_head,grayscale,2745,2745,8,0.7942061424255371,8,8,True
vit_b_16,vit_b_16_linear_head,grayscale,2746,2746,7,0.7608538866043091,7,7,True
vit_b_16,vit_b_16_linear_head,grayscale,2750,2750,0,0.6185343265533447,0,0,True
vit_b_16,vit_b_16_linear_head,grayscale,2754,2754,3,0.6135287284851074,3,3,True
vit_b_16,vit_b_16_linear_head,grayscale,2757,2757,4,0.6802302598953247,4,4,True
vit_b_16,vit_b_16_linear_head,grayscale,2766,2766,5,0.9014188051223755,5,5,True
vit_b_16,vit_b_16_linear_head,grayscale,2807,2807,5,0.580737829208374,5,7,False
vit_b_16,vit_b_16_linear_head,grayscale,2844,2844,8,0.8607827425003052,8,8,True
vit_b_16,vit_b_16_linear_head,grayscale,2854,2854,7,0.5527480244636536,7,7,True
vit_b_16,vit_b_16_linear_head,grayscale,2861,2861,3,1.0000001192092896,3,3,True
vit_b_16,vit_b_16_linear_head,grayscale,2888,2888,0,0.8902942538261414,0,0,True
vit_b_16,vit_b_16_linear_head,grayscale,2898,2898,4,0.8751373291015625,4,4,True
vit_b_16,vit_b_16_linear_head,grayscale,2950,2950,5,0.8052905201911926,5,5,True
vit_b_16,vit_b_16_linear_head,grayscale,2958,2958,6,0.6959782838821411,6,6,True
vit_b_16,vit_b_16_linear_head,grayscale,3015,3015,8,0.7507847547531128,8,8,True
vit_b_16,vit_b_16_linear_head,grayscale,3024,3024,2,0.8495964407920837,2,2,True
vit_b_16,vit_b_16_linear_head,grayscale,3025,3025,0,1.0,0,0,True
vit_b_16,vit_b_16_linear_head,grayscale,3034,3034,4,0.7289275527000427,4,4,True
vit_b_16,vit_b_16_linear_head,grayscale,3067,3067,2,0.8201180100440979,2,2,True
vit_b_16,vit_b_16_linear_head,grayscale,3078,3078,4,0.9896648526191711,4,4,True
vit_b_16,vit_b_16_linear_head,grayscale,3079,3079,1,0.4704716205596924,1,1,True
vit_b_16,vit_b_16_linear_head,grayscale,3083,3083,0,0.5396212339401245,0,0,True
vit_b_16,vit_b_16_linear_head,grayscale,3122,3122,4,0.7191911935806274,4,4,True
vit_b_16,vit_b_16_linear_head,grayscale,3153,3153,7,0.553268313407898,7,7,True
vit_b_16,vit_b_16_linear_head,grayscale,3157,3157,8,0.4901125431060791,8,8,True
vit_b_16,vit_b_16_linear_head,grayscale,3163,3163,2,0.7363982200622559,2,2,True
vit_b_16,vit_b_16_linear_head,grayscale,3179,3179,4,0.6899080872535706,4,4,True
vit_b_16,vit_b_16_linear_head,grayscale,3191,3191,6,0.7278150320053101,6,6,True
vit_b_16,vit_b_16_linear_head,grayscale,3276,3276,3,0.7384688854217529,3,3,True
vit_b_16,vit_b_16_linear_head,grayscale,3287,3287,4,0.7575745582580566,4,4,True
vit_b_16,vit_b_16_linear_head,grayscale,3288,3288,7,0.7430047988891602,7,7,True
vit_b_16,vit_b_16_linear_head,grayscale,3292,3292,6,0.5193766355514526,6,6,True
vit_b_16,vit_b_16_linear_head,grayscale,3318,3318,9,0.8668792247772217,9,9,True
vit_b_16,vit_b_16_linear_head,grayscale,3347,3347,0,0.7888759970664978,0,0,True
vit_b_16,vit_b_16_linear_head,grayscale,3353,3353,5,0.7876938581466675,5,5,True
vit_b_16,vit_b_16_linear_head,grayscale,3362,3362,2,0.7569034099578857,2,2,True
vit_b_16,vit_b_16_linear_head,grayscale,3365,3365,4,0.7952771186828613,4,4,True
vit_b_16,vit_b_16_linear_head,grayscale,3375,3375,3,0.713888943195343,3,3,True
vit_b_16,vit_b_16_linear_head,grayscale,3383,3383,3,0.8709198236465454,3,3,True
vit_b_16,vit_b_16_linear_head,grayscale,3404,3404,7,0.8600156903266907,7,7,True
vit_b_16,vit_b_16_linear_head,grayscale,3412,3412,8,0.6238975524902344,8,8,True
vit_b_16,vit_b_16_linear_head,grayscale,3413,3413,1,0.8692896962165833,1,1,True
vit_b_16,vit_b_16_linear_head,grayscale,3418,3418,6,0.8197451829910278,6,6,True
vit_b_16,vit_b_16_linear_head,grayscale,3437,3437,0,0.7575594782829285,0,0,True
vit_b_16,vit_b_16_linear_head,grayscale,3446,3446,7,0.6570743918418884,7,7,True
vit_b_16,vit_b_16_linear_head,grayscale,3454,3454,2,0.8846437931060791,2,2,True
vit_b_16,vit_b_16_linear_head,grayscale,3455,3455,0,0.8744093775749207,0,0,True
vit_b_16,vit_b_16_linear_head,grayscale,3458,3458,4,0.7678619623184204,4,4,True
vit_b_16,vit_b_16_linear_head,grayscale,3467,3467,7,0.4726581573486328,7,7,True
vit_b_16,vit_b_16_linear_head,grayscale,3491,3491,1,0.642970085144043,1,1,True
vit_b_16,vit_b_16_linear_head,grayscale,3494,3494,6,0.7334585189819336,6,6,True
vit_b_16,vit_b_16_linear_head,grayscale,3512,3512,4,0.6915158033370972,4,4,True
vit_b_16,vit_b_16_linear_head,grayscale,3515,3515,6,0.791718602180481,4,6,False
vit_b_16,vit_b_16_linear_head,grayscale,3542,3542,7,0.835119366645813,7,7,True
vit_b_16,vit_b_16_linear_head,grayscale,3550,3550,1,0.774202287197113,1,1,True
vit_b_16,vit_b_16_linear_head,grayscale,3562,3562,3,0.5558041334152222,3,3,True
vit_b_16,vit_b_16_linear_head,grayscale,3755,3755,2,0.7518362998962402,2,2,True
vit_b_16,vit_b_16_linear_head,grayscale,3763,3763,4,0.7530787587165833,4,4,True
vit_b_16,vit_b_16_linear_head,grayscale,3777,3777,6,0.47009605169296265,6,6,True
vit_b_16,vit_b_16_linear_head,grayscale,3778,3778,3,0.8147625923156738,3,3,True
vit_b_16,vit_b_16_linear_head,grayscale,3779,3779,6,0.7987601161003113,6,6,True
vit_b_16,vit_b_16_linear_head,grayscale,3844,3844,6,0.6545018553733826,6,6,True
vit_b_16,vit_b_16_linear_head,grayscale,3851,3851,3,0.6960325837135315,3,3,True
vit_b_16,vit_b_16_linear_head,grayscale,3852,3852,5,0.8416576981544495,5,5,True
vit_b_16,vit_b_16_linear_head,grayscale,3863,3863,5,0.9089428782463074,5,5,True
vit_b_16,vit_b_16_linear_head,grayscale,3867,3867,7,0.707526683807373,7,7,True
vit_b_16,vit_b_16_linear_head,grayscale,3876,3876,0,0.8210068941116333,0,0,True
vit_b_16,vit_b_16_linear_head,grayscale,3889,3889,5,0.8309256434440613,5,5,True
vit_b_16,vit_b_16_linear_head,grayscale,3891,3891,4,0.6670249104499817,4,4,True
vit_b_16,vit_b_16_linear_head,grayscale,3893,3893,9,0.758700966835022,9,9,True
vit_b_16,vit_b_16_linear_head,grayscale,3905,3905,8,0.8493127822875977,8,8,True
vit_b_16,vit_b_16_linear_head,grayscale,3914,3914,3,0.7879931926727295,3,3,True
vit_b_16,vit_b_16_linear_head,grayscale,3937,3937,1,0.7153492569923401,1,1,True
vit_b_16,vit_b_16_linear_head,grayscale,3942,3942,9,0.7413147687911987,9,9,True
vit_b_16,vit_b_16_linear_head,grayscale,3948,3948,8,0.7109668254852295,8,8,True
vit_b_16,vit_b_16_linear_head,grayscale,3962,3962,6,0.7561427354812622,6,6,True
vit_b_16,vit_b_16_linear_head,grayscale,3965,3965,0,0.94420325756073,0,0,True
vit_b_16,vit_b_16_linear_head,grayscale,3994,3994,4,0.7437062859535217,4,4,True
vit_b_16,vit_b_16_linear_head,grayscale,3996,3996,9,0.7760249972343445,9,9,True
vit_b_16,vit_b_16_linear_head,grayscale,4011,4011,6,0.7293125987052917,6,6,True
vit_b_16,vit_b_16_linear_head,grayscale,4023,4023,3,0.7169075012207031,3,3,True
vit_b_16,vit_b_16_linear_head,grayscale,4054,4054,4,0.6051164269447327,4,4,True
vit_b_16,vit_b_16_linear_head,grayscale,4065,4065,2,0.7860293388366699,2,2,True
vit_b_16,vit_b_16_linear_head,grayscale,4069,4069,8,0.6019166111946106,8,8,True
vit_b_16,vit_b_16_linear_head,grayscale,4093,4093,6,0.7667311429977417,6,6,True
vit_b_16,vit_b_16_linear_head,grayscale,4094,4094,9,0.7808042764663696,9,9,True
vit_b_16,vit_b_16_linear_head,grayscale,4106,4106,5,0.7179721593856812,5,5,True
vit_b_16,vit_b_16_linear_head,grayscale,4130,4130,0,0.7562440633773804,0,0,True
vit_b_16,vit_b_16_linear_head,grayscale,4168,4168,3,0.5418511629104614,3,3,True
vit_b_16,vit_b_16_linear_head,grayscale,4170,4170,8,0.8093252182006836,8,8,True
vit_b_16,vit_b_16_linear_head,grayscale,4172,4172,7,0.765235960483551,7,7,True
vit_b_16,vit_b_16_linear_head,grayscale,4177,4177,8,0.7035740613937378,8,8,True
vit_b_16,vit_b_16_linear_head,grayscale,4215,4215,3,0.1977311372756958,3,9,False
vit_b_16,vit_b_16_linear_head,grayscale,4229,4229,3,0.8440216183662415,3,3,True
vit_b_16,vit_b_16_linear_head,grayscale,4236,4236,7,0.6139950156211853,7,7,True
vit_b_16,vit_b_16_linear_head,grayscale,4242,4242,8,0.8509218692779541,8,8,True
vit_b_16,vit_b_16_linear_head,grayscale,4254,4254,6,0.6839873790740967,6,6,True
vit_b_16,vit_b_16_linear_head,grayscale,4290,4290,5,0.46564024686813354,1,4,False
vit_b_16,vit_b_16_linear_head,grayscale,4298,4298,1,0.9146164655685425,1,1,True
vit_b_16,vit_b_16_linear_head,grayscale,4308,4308,7,0.6180841326713562,7,7,True
vit_b_16,vit_b_16_linear_head,grayscale,4311,4311,8,0.8112916350364685,8,8,True
vit_b_16,vit_b_16_linear_head,grayscale,4323,4323,3,0.704632580280304,3,3,True
vit_b_16,vit_b_16_linear_head,grayscale,4330,4330,3,0.4726871848106384,3,3,True
vit_b_16,vit_b_16_linear_head,grayscale,4341,4341,6,0.6820271015167236,6,6,True
vit_b_16,vit_b_16_linear_head,grayscale,4355,4355,8,0.5879952311515808,0,8,False
vit_b_16,vit_b_16_linear_head,grayscale,4399,4399,0,0.7983460426330566,0,0,True
vit_b_16,vit_b_16_linear_head,grayscale,4403,4403,7,0.8108407258987427,7,7,True
vit_b_16,vit_b_16_linear_head,grayscale,4411,4411,6,0.6098742485046387,6,6,True
vit_b_16,vit_b_16_linear_head,grayscale,4449,4449,9,0.6874910593032837,9,9,True
vit_b_16,vit_b_16_linear_head,grayscale,4463,4463,3,0.8475117087364197,3,3,True
vit_b_16,vit_b_16_linear_head,grayscale,4531,4531,3,0.5410880446434021,3,3,True
vit_b_16,vit_b_16_linear_head,grayscale,4539,4539,0,0.9048943519592285,0,0,True
vit_b_16,vit_b_16_linear_head,grayscale,4547,4547,5,0.7733842134475708,5,5,True
vit_b_16,vit_b_16_linear_head,grayscale,4552,4552,8,0.580970287322998,8,9,False
vit_b_16,vit_b_16_linear_head,grayscale,4570,4570,5,0.7867175340652466,5,5,True
vit_b_16,vit_b_16_linear_head,grayscale,4590,4590,3,0.7694100737571716,3,3,True
vit_b_16,vit_b_16_linear_head,grayscale,4609,4609,3,0.7125853896141052,3,3,True
vit_b_16,vit_b_16_linear_head,grayscale,4615,4615,0,0.8290054202079773,0,0,True
vit_b_16,vit_b_16_linear_head,grayscale,4617,4617,0,0.6281571388244629,0,0,True
