backbone,predictor,condition,transformed_identifier,clean_official_index,true_class_id,cosine_similarity,clean_predicted_class_id,transformed_predicted_class_id,prediction_consistent
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,303,303,9,0.9485242366790771,9,9,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,304,304,1,0.8729760050773621,1,1,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,317,317,2,0.8883135318756104,2,2,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,319,319,5,0.922518789768219,5,5,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,323,323,7,0.9399060010910034,7,7,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,365,365,3,0.9070459008216858,3,3,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,370,370,7,0.8815661072731018,7,7,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,372,372,3,0.8943583965301514,3,3,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,378,378,5,0.9566603302955627,5,5,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,391,391,3,0.9187688827514648,3,3,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,409,409,2,0.9190865755081177,2,2,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,419,419,9,0.8555912375450134,9,9,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,449,449,6,0.9101746678352356,6,6,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,470,470,2,0.920507550239563,2,2,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,483,483,2,0.8695375323295593,2,2,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,484,484,0,0.8779197335243225,0,0,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,506,506,4,0.8977948427200317,4,4,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,545,545,6,0.7941057682037354,6,6,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,562,562,0,0.9145375490188599,0,0,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,568,568,5,0.962410569190979,5,5,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,603,603,9,0.923191487789154,9,9,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,632,632,3,0.9113564491271973,3,3,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,645,645,5,0.9043989777565002,5,5,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,667,667,8,0.8574624061584473,8,8,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,672,672,3,0.9262649416923523,3,3,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,677,677,3,0.9673702716827393,3,3,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,685,685,5,0.9393560886383057,5,5,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,691,691,4,0.8782645463943481,4,4,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,706,706,8,0.9459840059280396,8,8,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,714,714,2,0.7993856072425842,2,2,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,716,716,8,0.9328327178955078,8,8,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,738,738,3,0.9165148735046387,3,3,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,739,739,8,0.8831459879875183,8,8,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,766,766,4,0.8918609619140625,6,4,False
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,791,791,3,0.9547463655471802,3,3,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,805,805,9,0.8393625617027283,9,9,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,825,825,1,0.9208471775054932,1,1,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,852,852,9,0.9355974197387695,9,9,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,855,855,4,0.9072930812835693,4,4,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,873,873,6,0.9584192037582397,6,6,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,890,890,6,0.9301853775978088,6,6,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,920,920,6,0.9320322871208191,6,6,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,929,929,6,0.9428237080574036,6,6,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,962,962,8,0.8731106519699097,8,8,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,964,964,6,0.908746063709259,6,6,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,977,977,6,0.9201279878616333,6,6,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,979,979,3,0.9271653294563293,3,3,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,981,981,2,0.9330551624298096,2,2,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1022,1022,9,0.8057923913002014,9,9,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1032,1032,7,0.7913556098937988,7,7,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1048,1048,7,0.89620041847229,7,7,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1090,1090,1,0.9314191341400146,1,1,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1095,1095,5,0.912294328212738,5,5,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1109,1109,1,0.8930034637451172,1,1,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1111,1111,4,0.8917959928512573,4,4,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1115,1115,1,0.853451669216156,1,1,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1124,1124,4,0.9184103012084961,4,4,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1129,1129,8,0.8562673926353455,8,8,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1175,1175,0,0.9375371336936951,0,0,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1202,1202,2,0.8883134126663208,2,2,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1204,1204,3,0.9104657769203186,3,3,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1211,1211,4,0.9036853909492493,4,4,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1220,1220,7,0.924695611000061,7,7,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1230,1230,1,0.8429394364356995,1,7,False
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1247,1247,8,0.9257609248161316,8,8,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1263,1263,3,0.9101794362068176,3,3,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1266,1266,4,0.9035329222679138,4,4,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1287,1287,7,0.8923158645629883,7,7,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1296,1296,7,0.7979288101196289,7,4,False
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1370,1370,3,0.8984013795852661,3,3,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1389,1389,0,0.930237352848053,0,0,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1401,1401,3,0.9138974547386169,3,3,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1403,1403,2,0.9172436594963074,2,2,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1411,1411,9,0.9135844111442566,9,9,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1429,1429,4,0.8939386606216431,4,4,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1430,1430,9,0.843713641166687,9,9,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1431,1431,3,0.9654054641723633,3,3,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1436,1436,1,0.8891102075576782,1,1,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1440,1440,7,0.9400394558906555,7,7,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1468,1468,9,0.9004358649253845,9,9,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1473,1473,7,0.9026361107826233,7,7,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1515,1515,9,0.9019783139228821,9,9,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1520,1520,2,0.9319269061088562,2,2,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1531,1531,3,0.9118704199790955,3,3,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1534,1534,6,0.9887653589248657,6,6,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1552,1552,5,0.901864230632782,5,4,False
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1553,1553,0,0.8240947127342224,0,0,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1563,1563,3,0.9056774973869324,7,3,False
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1568,1568,1,0.8726179599761963,1,1,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1579,1579,7,0.8999279141426086,7,7,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1586,1586,2,0.9053738117218018,2,2,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1596,1596,0,0.9244728684425354,0,0,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1626,1626,5,0.9003922939300537,5,5,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1640,1640,8,0.9373921155929565,8,8,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1644,1644,5,0.8943813443183899,5,5,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1648,1648,0,0.9492112398147583,0,0,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1654,1654,9,0.8047892451286316,9,9,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1667,1667,6,1.0,6,6,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1703,1703,7,0.9003227949142456,7,7,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1711,1711,7,0.9270466566085815,7,7,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1771,1771,7,0.9124892354011536,7,4,False
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1783,1783,8,0.8939504027366638,8,8,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1814,1814,2,0.8877425193786621,2,2,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1833,1833,8,0.922234058380127,8,8,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1836,1836,9,0.9148865938186646,9,9,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1839,1839,2,0.9442833065986633,2,2,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1852,1852,1,0.8965030908584595,1,1,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1871,1871,1,0.8505799770355225,1,1,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1877,1877,5,0.7680373191833496,5,4,False
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1884,1884,7,0.9279314279556274,7,7,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1927,1927,7,0.892167866230011,7,7,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1954,1954,8,0.8578054904937744,8,8,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1956,1956,7,0.9174816608428955,7,7,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1960,1960,4,0.8962105512619019,4,4,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1977,1977,0,0.9378293752670288,0,0,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1986,1986,1,0.8867437243461609,1,1,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,1993,1993,1,0.8424990177154541,1,1,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,2003,2003,6,0.9007620811462402,6,6,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,2011,2011,9,0.9001958966255188,9,9,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,2024,2024,0,0.8815641403198242,0,0,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,2028,2028,3,0.8896875381469727,3,3,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,2062,2062,9,0.9032012224197388,9,9,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,2070,2070,1,0.8284773826599121,1,1,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,2082,2082,2,0.8860886096954346,2,2,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,2095,2095,1,0.9473199844360352,1,1,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,2109,2109,8,0.9258692860603333,8,8,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,2114,2114,9,0.9264101982116699,9,9,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,2116,2116,1,0.9238389134407043,1,1,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,2157,2157,1,0.8725042343139648,1,1,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,2167,2167,9,0.8848960399627686,9,9,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,2178,2178,1,0.9181958436965942,1,1,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,2191,2191,8,0.893444836139679,8,8,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,2230,2230,8,0.8154503107070923,8,8,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,2242,2242,0,0.9101893901824951,0,0,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,2265,2265,5,0.909384548664093,5,5,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,2268,2268,5,0.8962143063545227,5,5,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,2291,2291,3,0.7935909032821655,3,3,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,2334,2334,5,0.9292507767677307,5,5,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,2340,2340,8,0.8965232968330383,8,8,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,2342,2342,8,0.851880669593811,8,8,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,2351,2351,9,0.9232847094535828,9,9,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,2391,2391,5,0.889626681804657,5,5,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,2392,2392,2,0.9228140711784363,2,2,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,2399,2399,4,0.9276519417762756,4,4,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,2414,2414,9,0.8548799753189087,9,9,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,2427,2427,5,0.9146358966827393,5,5,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,2458,2458,5,0.9301162958145142,5,5,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,2501,2501,7,0.9234528541564941,7,7,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,2502,2502,2,0.9279924035072327,2,2,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,2536,2536,3,0.9157042503356934,3,3,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,2539,2539,3,0.8500590324401855,3,3,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,2610,2610,6,0.874326765537262,6,6,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,2623,2623,5,0.8863933682441711,5,5,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,2655,2655,9,0.8917244076728821,9,9,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,2668,2668,7,0.9023192524909973,7,7,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,2676,2676,6,0.8259479403495789,6,6,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,2687,2687,1,0.8347183465957642,1,1,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,2690,2690,1,0.9116336703300476,1,1,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,2704,2704,4,0.9443048238754272,4,4,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,2745,2745,8,0.9339997172355652,8,8,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,2746,2746,7,0.8955606818199158,7,7,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,2750,2750,0,0.8425666093826294,0,8,False
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,2754,2754,3,0.8868202567100525,3,3,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,2757,2757,4,0.9066969156265259,4,4,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,2766,2766,5,0.9134387373924255,5,5,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,2807,2807,5,0.8820024132728577,5,7,False
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,2844,2844,8,0.9452878832817078,8,8,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,2854,2854,7,0.8948878049850464,7,7,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,2861,2861,3,1.0,3,3,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,2888,2888,0,0.8915751576423645,0,0,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,2898,2898,4,0.9220424890518188,4,4,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,2950,2950,5,0.931894838809967,5,5,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,2958,2958,6,0.932671308517456,6,6,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3015,3015,8,0.9155872464179993,8,8,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3024,3024,2,0.9343476295471191,2,2,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3025,3025,0,1.0000001192092896,0,0,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3034,3034,4,0.9075588583946228,4,4,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3067,3067,2,0.9371637105941772,2,2,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3078,3078,4,0.9679115414619446,4,4,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3079,3079,1,0.867820680141449,1,1,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3083,3083,0,0.8761149048805237,0,0,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3122,3122,4,0.8630290031433105,4,4,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3153,3153,7,0.8881832957267761,7,7,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3157,3157,8,0.8146947026252747,8,8,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3163,3163,2,0.9235029220581055,2,2,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3179,3179,4,0.8984031081199646,4,4,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3191,3191,6,0.8879014849662781,6,6,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3276,3276,3,0.9137184023857117,7,3,False
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3287,3287,4,0.913375973701477,4,4,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3288,3288,7,0.9007737040519714,7,7,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3292,3292,6,0.7523041367530823,6,6,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3318,3318,9,0.8334594368934631,9,9,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3347,3347,0,0.9253320097923279,0,0,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3353,3353,5,0.9042837023735046,5,5,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3362,3362,2,0.8786892890930176,2,2,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3365,3365,4,0.9284781813621521,4,4,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3375,3375,3,0.9205756187438965,3,3,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3383,3383,3,0.8983079195022583,3,3,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3404,3404,7,0.9522697925567627,7,7,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3412,3412,8,0.8752077221870422,8,8,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3413,3413,1,0.9020476937294006,1,1,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3418,3418,6,0.9517791867256165,6,6,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3437,3437,0,0.9149054884910583,0,0,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3446,3446,7,0.8894258737564087,7,7,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3454,3454,2,0.9350976347923279,2,2,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3455,3455,0,0.944851279258728,0,0,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3458,3458,4,0.9466472268104553,4,4,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3467,3467,7,0.901650071144104,7,7,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3491,3491,1,0.8291335105895996,1,1,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3494,3494,6,0.9324604868888855,6,6,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3512,3512,4,0.8884620666503906,4,4,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3515,3515,6,0.9369016289710999,6,6,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3542,3542,7,0.9178417921066284,7,7,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3550,3550,1,0.9295179843902588,1,1,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3562,3562,3,0.9205136299133301,3,4,False
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3755,3755,2,0.9142144322395325,2,2,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3763,3763,4,0.9327898621559143,4,4,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3777,3777,6,0.9070218801498413,6,6,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3778,3778,3,0.9696393013000488,3,3,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3779,3779,6,0.9440405368804932,6,6,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3844,3844,6,0.8720558285713196,6,6,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3851,3851,3,0.9523434042930603,3,3,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3852,3852,5,0.8852255344390869,5,5,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3863,3863,5,0.9275179505348206,5,5,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3867,3867,7,0.9245542287826538,7,7,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3876,3876,0,0.8770989775657654,0,0,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3889,3889,5,0.9305088520050049,5,5,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3891,3891,4,0.871259331703186,4,4,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3893,3893,9,0.8311760425567627,9,9,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3905,3905,8,0.9271013140678406,8,8,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3914,3914,3,0.9394949674606323,3,3,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3937,3937,1,0.8606762290000916,1,1,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3942,3942,9,0.9124590158462524,9,9,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3948,3948,8,0.8697110414505005,8,8,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3962,3962,6,0.932174026966095,6,6,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3965,3965,0,0.8935431838035583,0,0,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3994,3994,4,0.910155713558197,4,4,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,3996,3996,9,0.9292223453521729,9,9,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,4011,4011,6,0.9274984002113342,6,6,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,4023,4023,3,0.9151570796966553,3,3,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,4054,4054,4,0.8209176063537598,4,4,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,4065,4065,2,0.903956413269043,2,2,True
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,4069,4069,8,0.8553240299224854,8,0,False
clip_vit_b_32,clip_vit_b_32_linear_head,grayscale,4093,4093,6,0.9022319316864014,6,6,True
