candidate_id,pair_number,pair_name,schedule_rank,direction_code,direction,content_official_index,content_class_id,content_class_name,style_official_index,style_class_id,style_class_name,shape_class_id,shape_class_name,texture_class_id,texture_class_name,selection_seed,alpha,part_of_initial_generation,output_path,output_sha256,output_width,output_height,pixel_minimum,pixel_maximum,pixel_mean,pixel_standard_deviation,model_predictions_used_for_generation,review_status,rejection_reason,reviewed_by,review_completed_before_model_evaluation
p02_r05_a_to_b,2,car__deer,5,a_to_b,car_shape__deer_texture,317,2,car,3512,4,deer,2,car,4,deer,6304,0.8,True,/content/drive/MyDrive/ATML-Assignment-1/artifacts/task1/cue_conflict/candidates/p02_r05_a_to_b.png,5087f59cf45cb341c09714267f67e710f77402733501b99b2a8efbc995ad1cb0,224,224,0.0,1.0,0.42224258184432983,0.1987593024969101,False,accepted,,Shaheer Ahmad Masood (SAM),True
p02_r05_b_to_a,2,car__deer,5,b_to_a,deer_shape__car_texture,3512,4,deer,317,2,car,4,deer,2,car,6304,0.8,True,/content/drive/MyDrive/ATML-Assignment-1/artifacts/task1/cue_conflict/candidates/p02_r05_b_to_a.png,ac9b090cb7308802c1c7455536784927f33b41a272c4b2f5eae561f76f7c70ed,224,224,0.0,1.0,0.28711479902267456,0.2096935659646988,False,accepted,,Shaheer Ahmad Masood (SAM),True
p02_r06_a_to_b,2,car__deer,6,a_to_b,car_shape__deer_texture,1202,2,car,4629,4,deer,2,car,4,deer,6304,0.8,True,/content/drive/MyDrive/ATML-Assignment-1/artifacts/task1/cue_conflict/candidates/p02_r06_a_to_b.png,6b7ffd971317cebb97b6c0c55d735066c0e19f00518b24df4403de58e7e2264b,224,224,0.07496508955955505,0.8789698481559753,0.46909135580062866,0.15518972277641296,False,accepted,,Shaheer Ahmad Masood (SAM),True
p02_r06_b_to_a,2,car__deer,6,b_to_a,deer_shape__car_texture,4629,4,deer,1202,2,car,4,deer,2,car,6304,0.8,True,/content/drive/MyDrive/ATML-Assignment-1/artifacts/task1/cue_conflict/candidates/p02_r06_b_to_a.png,1b27873afa5eeea0484be4221ddc22edb1ad4dd0df738197132c4ca35d28a807,224,224,0.0,1.0,0.3110492527484894,0.22572092711925507,False,rejected,content object is no longer visually recognizable,Shaheer Ahmad Masood (SAM),True
p02_r07_a_to_b,2,car__deer,7,a_to_b,car_shape__deer_texture,4921,2,car,3122,4,deer,2,car,4,deer,6304,0.8,True,/content/drive/MyDrive/ATML-Assignment-1/artifacts/task1/cue_conflict/candidates/p02_r07_a_to_b.png,3e35055b0b0e29459a1ef521595c89f276d2a1911da0da549a96990423accdbb,224,224,0.0,1.0,0.5026494264602661,0.23985601961612701,False,accepted,,Shaheer Ahmad Masood (SAM),True
p02_r07_b_to_a,2,car__deer,7,b_to_a,deer_shape__car_texture,3122,4,deer,4921,2,car,4,deer,2,car,6304,0.8,True,/content/drive/MyDrive/ATML-Assignment-1/artifacts/task1/cue_conflict/candidates/p02_r07_b_to_a.png,67b853f5169735ca966681f78c355efb61df002f3a7e3d637e5ce1dc671bbfbc,224,224,3.873556852340698e-05,1.0,0.48532840609550476,0.2256787270307541,False,rejected,content object is no longer visually recognizable,Shaheer Ahmad Masood (SAM),True
p02_r08_a_to_b,2,car__deer,8,a_to_b,car_shape__deer_texture,6264,2,car,3458,4,deer,2,car,4,deer,6304,0.8,True,/content/drive/MyDrive/ATML-Assignment-1/artifacts/task1/cue_conflict/candidates/p02_r08_a_to_b.png,120914dc6f57c994100342b6aa76f4007d1fde4e0f173555239fe0031327f4bb,224,224,0.0,1.0,0.3335389494895935,0.23745663464069366,False,accepted,,Shaheer Ahmad Masood (SAM),True
p02_r08_b_to_a,2,car__deer,8,b_to_a,deer_shape__car_texture,3458,4,deer,6264,2,car,4,deer,2,car,6304,0.8,True,/content/drive/MyDrive/ATML-Assignment-1/artifacts/task1/cue_conflict/candidates/p02_r08_b_to_a.png,0e6113f02b449d66d8654f88f5cf81ef5c61047f49c0eaa3bf4c05e69c1e51bb,224,224,0.0,0.9457804560661316,0.23070280253887177,0.16544945538043976,False,accepted,,Shaheer Ahmad Masood (SAM),True
p02_r09_a_to_b,2,car__deer,9,a_to_b,car_shape__deer_texture,6426,2,car,7864,4,deer,2,car,4,deer,6304,0.8,True,/content/drive/MyDrive/ATML-Assignment-1/artifacts/task1/cue_conflict/candidates/p02_r09_a_to_b.png,d3c775f09c415ee29cf893ee3c5fd542cda796be572b6bfeb6003c899b400b13,224,224,0.0,1.0,0.4570600986480713,0.2294469028711319,False,accepted,,Shaheer Ahmad Masood (SAM),True
p02_r09_b_to_a,2,car__deer,9,b_to_a,deer_shape__car_texture,7864,4,deer,6426,2,car,4,deer,2,car,6304,0.8,True,/content/drive/MyDrive/ATML-Assignment-1/artifacts/task1/cue_conflict/candidates/p02_r09_b_to_a.png,0f72bbc37edc350cc88b511cd2669171389719f7c65df5183dad05b18e867a79,224,224,0.0,0.9968514442443848,0.33981266617774963,0.2692702114582062,False,accepted,,Shaheer Ahmad Masood (SAM),True
p02_r10_a_to_b,2,car__deer,10,a_to_b,car_shape__deer_texture,470,2,car,7475,4,deer,2,car,4,deer,6304,0.8,True,/content/drive/MyDrive/ATML-Assignment-1/artifacts/task1/cue_conflict/candidates/p02_r10_a_to_b.png,1e5ed5f8d7f04b0685db381c3d7a8f125367f707a07f86bc67484b9a83ea5b87,224,224,0.0,1.0,0.3197210431098938,0.21169587969779968,False,accepted,,Shaheer Ahmad Masood (SAM),True
p02_r10_b_to_a,2,car__deer,10,b_to_a,deer_shape__car_texture,7475,4,deer,470,2,car,4,deer,2,car,6304,0.8,True,/content/drive/MyDrive/ATML-Assignment-1/artifacts/task1/cue_conflict/candidates/p02_r10_b_to_a.png,5fa09a53e0256064614bbcbb3dfca3617e32352b981136a9ac08a3fa1fb2b427,224,224,0.0,0.9025619029998779,0.3066457509994507,0.21554036438465118,False,accepted,,Shaheer Ahmad Masood (SAM),True
p02_r11_a_to_b,2,car__deer,11,a_to_b,car_shape__deer_texture,1839,2,car,6528,4,deer,2,car,4,deer,6304,0.8,True,/content/drive/MyDrive/ATML-Assignment-1/artifacts/task1/cue_conflict/candidates/p02_r11_a_to_b.png,5674029517c9e823e263f6e50cae088a1c70ee9f94e16f0fe71b8d416c616c09,224,224,0.076225146651268,0.7996683120727539,0.382060706615448,0.1948164850473404,False,accepted,,Shaheer Ahmad Masood (SAM),True
p02_r11_b_to_a,2,car__deer,11,b_to_a,deer_shape__car_texture,6528,4,deer,1839,2,car,4,deer,2,car,6304,0.8,True,/content/drive/MyDrive/ATML-Assignment-1/artifacts/task1/cue_conflict/candidates/p02_r11_b_to_a.png,444546d64039ff8a7ede8007341cf3eadf079e0d47381633d20b668bdb418007,224,224,0.0,1.0,0.3219098150730133,0.24860231578350067,False,rejected,content object is no longer visually recognizable,Shaheer Ahmad Masood (SAM),True
p02_r12_a_to_b,2,car__deer,12,a_to_b,car_shape__deer_texture,1403,2,car,171,4,deer,2,car,4,deer,6304,0.8,True,/content/drive/MyDrive/ATML-Assignment-1/artifacts/task1/cue_conflict/candidates/p02_r12_a_to_b.png,f5c871decc3c00f64f08c8c5a21cb671418a4a7c668a915d49075823a507f76e,224,224,0.0,1.0,0.3959304690361023,0.20251549780368805,False,rejected,object is severely obscured or structurally corrupted,Shaheer Ahmad Masood (SAM),True
p02_r12_b_to_a,2,car__deer,12,b_to_a,deer_shape__car_texture,171,4,deer,1403,2,car,4,deer,2,car,6304,0.8,True,/content/drive/MyDrive/ATML-Assignment-1/artifacts/task1/cue_conflict/candidates/p02_r12_b_to_a.png,cb59ccbf38a61ad8bd242509c81a86eabfcd50954726b8256d7eeb201795c555,224,224,0.0,1.0,0.4429788291454315,0.23834726214408875,False,accepted,,Shaheer Ahmad Masood (SAM),True
p02_r13_a_to_b,2,car__deer,13,a_to_b,car_shape__deer_texture,5237,2,car,5789,4,deer,2,car,4,deer,6304,0.8,True,/content/drive/MyDrive/ATML-Assignment-1/artifacts/task1/cue_conflict/candidates/p02_r13_a_to_b.png,92a2637b595c9fc56748b239f51348fd3356a8ac12559418cb371afbc1d00363,224,224,0.0,1.0,0.34862396121025085,0.20797188580036163,False,accepted,,Shaheer Ahmad Masood (SAM),True
p02_r13_b_to_a,2,car__deer,13,b_to_a,deer_shape__car_texture,5789,4,deer,5237,2,car,4,deer,2,car,6304,0.8,True,/content/drive/MyDrive/ATML-Assignment-1/artifacts/task1/cue_conflict/candidates/p02_r13_b_to_a.png,d77768bbf8cbe2f43a000f6890c06ad1cf5fa0230f28a6a5b28bdc154a29d4a2,224,224,0.0,1.0,0.3538331687450409,0.25072094798088074,False,rejected,content object is no longer visually recognizable,Shaheer Ahmad Masood (SAM),True
p02_r14_a_to_b,2,car__deer,14,a_to_b,car_shape__deer_texture,409,2,car,5135,4,deer,2,car,4,deer,6304,0.8,True,/content/drive/MyDrive/ATML-Assignment-1/artifacts/task1/cue_conflict/candidates/p02_r14_a_to_b.png,4f3c4e9c2e6b2d7cdd6c0c4c72ae216fd27ab3d68262edb8847f1e483b027c08,224,224,0.0,1.0,0.33202654123306274,0.29380276799201965,False,accepted,,Shaheer Ahmad Masood (SAM),True
p02_r14_b_to_a,2,car__deer,14,b_to_a,deer_shape__car_texture,5135,4,deer,409,2,car,4,deer,2,car,6304,0.8,True,/content/drive/MyDrive/ATML-Assignment-1/artifacts/task1/cue_conflict/candidates/p02_r14_b_to_a.png,e3573e74174d6af073087307a21ecbda973c851c1641bcb05b97b54cad289ec3,224,224,0.0,1.0,0.3333559036254883,0.34500938653945923,False,accepted,,Shaheer Ahmad Masood (SAM),True
p02_r15_a_to_b,2,car__deer,15,a_to_b,car_shape__deer_texture,6616,2,car,7940,4,deer,2,car,4,deer,6304,0.8,True,/content/drive/MyDrive/ATML-Assignment-1/artifacts/task1/cue_conflict/candidates/p02_r15_a_to_b.png,3a78e0434373657a8cc25702715ee1ed35afb10e2a2779b3136c14fd0445af37,224,224,0.0,1.0,0.4508606195449829,0.34604933857917786,False,accepted,,Shaheer Ahmad Masood (SAM),True
p02_r15_b_to_a,2,car__deer,15,b_to_a,deer_shape__car_texture,7940,4,deer,6616,2,car,4,deer,2,car,6304,0.8,True,/content/drive/MyDrive/ATML-Assignment-1/artifacts/task1/cue_conflict/candidates/p02_r15_b_to_a.png,b6705b4fbfe83e7ce987b5b61be815399c576bdb8294f2229429aee1b4dfe1dc,224,224,0.0,1.0,0.38307708501815796,0.29429948329925537,False,accepted,,Shaheer Ahmad Masood (SAM),True
p02_r16_a_to_b,2,car__deer,16,a_to_b,car_shape__deer_texture,7084,2,car,5062,4,deer,2,car,4,deer,6304,0.8,True,/content/drive/MyDrive/ATML-Assignment-1/artifacts/task1/cue_conflict/candidates/p02_r16_a_to_b.png,23c83cbccb5e847d8f768b11fc8354039272c67cfc98b8fdd444ef7a590cb433,224,224,0.0,1.0,0.44238385558128357,0.2860058546066284,False,accepted,,Shaheer Ahmad Masood (SAM),True
p02_r16_b_to_a,2,car__deer,16,b_to_a,deer_shape__car_texture,5062,4,deer,7084,2,car,4,deer,2,car,6304,0.8,True,/content/drive/MyDrive/ATML-Assignment-1/artifacts/task1/cue_conflict/candidates/p02_r16_b_to_a.png,1d50d054d5c218ec1147028b8dbdfbbe2d84921c1041319ff66e009eab69eae6,224,224,0.0,1.0,0.4478035271167755,0.2780253291130066,False,accepted,,Shaheer Ahmad Masood (SAM),True
p02_r17_a_to_b,2,car__deer,17,a_to_b,car_shape__deer_texture,35,2,car,506,4,deer,2,car,4,deer,6304,0.8,True,/content/drive/MyDrive/ATML-Assignment-1/artifacts/task1/cue_conflict/candidates/p02_r17_a_to_b.png,5f27e836b4e4a34c12dcc495492f89e9fcafa334d75dd5efcb445ae38716672e,224,224,0.0,1.0,0.3534714877605438,0.20716683566570282,False,rejected,content object is no longer visually recognizable,Shaheer Ahmad Masood (SAM),True
p02_r17_b_to_a,2,car__deer,17,b_to_a,deer_shape__car_texture,506,4,deer,35,2,car,4,deer,2,car,6304,0.8,True,/content/drive/MyDrive/ATML-Assignment-1/artifacts/task1/cue_conflict/candidates/p02_r17_b_to_a.png,c16a043d7978d6443bf628c421ad56d1327f629cc864834bc33da7e9d4e6ae55,224,224,0.0,1.0,0.5056555271148682,0.24968351423740387,False,rejected,content object is no longer visually recognizable,Shaheer Ahmad Masood (SAM),True
p02_r18_a_to_b,2,car__deer,18,a_to_b,car_shape__deer_texture,6028,2,car,5623,4,deer,2,car,4,deer,6304,0.8,True,/content/drive/MyDrive/ATML-Assignment-1/artifacts/task1/cue_conflict/candidates/p02_r18_a_to_b.png,1187d5d7afa89ecce3dd9835f75d63c0bb78d7452a6908ab04d6ff2857730d70,224,224,0.01284395158290863,1.0,0.5413211584091187,0.2063407599925995,False,accepted,,Shaheer Ahmad Masood (SAM),True
p02_r18_b_to_a,2,car__deer,18,b_to_a,deer_shape__car_texture,5623,4,deer,6028,2,car,4,deer,2,car,6304,0.8,True,/content/drive/MyDrive/ATML-Assignment-1/artifacts/task1/cue_conflict/candidates/p02_r18_b_to_a.png,b8bcf5252bec21e3db4049e6ea5acb7688ca276e1a412cdd00024b54d55e3388,224,224,0.0,1.0,0.5277301073074341,0.2745712697505951,False,accepted,,Shaheer Ahmad Masood (SAM),True
p02_r19_a_to_b,2,car__deer,19,a_to_b,car_shape__deer_texture,6692,2,car,3365,4,deer,2,car,4,deer,6304,0.8,True,/content/drive/MyDrive/ATML-Assignment-1/artifacts/task1/cue_conflict/candidates/p02_r19_a_to_b.png,987238ab2c9f95e84b97e09ec495be4e98d2afea7d24f59610a377fe4c2d2567,224,224,0.0,0.9337612986564636,0.37091758847236633,0.2201918661594391,False,accepted,,Shaheer Ahmad Masood (SAM),True
p02_r19_b_to_a,2,car__deer,19,b_to_a,deer_shape__car_texture,3365,4,deer,6692,2,car,4,deer,2,car,6304,0.8,True,/content/drive/MyDrive/ATML-Assignment-1/artifacts/task1/cue_conflict/candidates/p02_r19_b_to_a.png,b420b2a65276ec23b89d85249e3f866206c91e54952d1ec2c42fb0d43fc9a030,224,224,0.0,1.0,0.45240533351898193,0.2617238461971283,False,accepted,,Shaheer Ahmad Masood (SAM),True
p02_r20_a_to_b,2,car__deer,20,a_to_b,car_shape__deer_texture,2392,2,car,3763,4,deer,2,car,4,deer,6304,0.8,True,/content/drive/MyDrive/ATML-Assignment-1/artifacts/task1/cue_conflict/candidates/p02_r20_a_to_b.png,12aefe7bb5104c4b970b76d376dd464bc499a77964fab000dffa43be32af3b04,224,224,0.008235454559326172,0.8623263239860535,0.4423426389694214,0.18175052106380463,False,accepted,,Shaheer Ahmad Masood (SAM),True
p02_r20_b_to_a,2,car__deer,20,b_to_a,deer_shape__car_texture,3763,4,deer,2392,2,car,4,deer,2,car,6304,0.8,True,/content/drive/MyDrive/ATML-Assignment-1/artifacts/task1/cue_conflict/candidates/p02_r20_b_to_a.png,516efac8282b982e1186e007454daf9e455b08e2f3c04e8020fd25c98e7dd71f,224,224,0.0,1.0,0.4256470203399658,0.25415194034576416,False,accepted,,Shaheer Ahmad Masood (SAM),True
p03_r01_a_to_b,3,ship__dog,1,a_to_b,ship_shape__dog_texture,5525,8,ship,319,5,dog,8,ship,5,dog,6304,0.8,True,/content/drive/MyDrive/ATML-Assignment-1/artifacts/task1/cue_conflict/candidates/p03_r01_a_to_b.png,5b9509cae519e150f0886f29817c63d57577aec189c76d47ced096f9cfeb0add,224,224,0.0,0.9627379179000854,0.32573434710502625,0.19862979650497437,False,accepted,,Shaheer Ahmad Masood (SAM),True
p03_r01_b_to_a,3,ship__dog,1,b_to_a,dog_shape__ship_texture,319,5,dog,5525,8,ship,5,dog,8,ship,6304,0.8,True,/content/drive/MyDrive/ATML-Assignment-1/artifacts/task1/cue_conflict/candidates/p03_r01_b_to_a.png,b4eab1eb3568590b4b516948d3a5cd9e2715d985c27051d2c9bdbdaec81861b3,224,224,0.0,1.0,0.5055666565895081,0.24368678033351898,False,accepted,,Shaheer Ahmad Masood (SAM),True
p03_r02_a_to_b,3,ship__dog,2,a_to_b,ship_shape__dog_texture,7875,8,ship,2391,5,dog,8,ship,5,dog,6304,0.8,True,/content/drive/MyDrive/ATML-Assignment-1/artifacts/task1/cue_conflict/candidates/p03_r02_a_to_b.png,651b4315b71ad7bb716fdca4225d992e9aa6247f5f379dc55e9a31c94da94ddc,224,224,0.0,0.9280814528465271,0.4366689622402191,0.19894540309906006,False,accepted,,Shaheer Ahmad Masood (SAM),True
p03_r02_b_to_a,3,ship__dog,2,b_to_a,dog_shape__ship_texture,2391,5,dog,7875,8,ship,5,dog,8,ship,6304,0.8,True,/content/drive/MyDrive/ATML-Assignment-1/artifacts/task1/cue_conflict/candidates/p03_r02_b_to_a.png,1b14c423967a6aab0377f828120ed00e1799d74dc455b3961a10f3b7ec7d7f12,224,224,0.0,1.0,0.4942760467529297,0.2650681734085083,False,accepted,,Shaheer Ahmad Masood (SAM),True
p03_r03_a_to_b,3,ship__dog,3,a_to_b,ship_shape__dog_texture,706,8,ship,5381,5,dog,8,ship,5,dog,6304,0.8,True,/content/drive/MyDrive/ATML-Assignment-1/artifacts/task1/cue_conflict/candidates/p03_r03_a_to_b.png,3560e009012eac2eb2c80e1a8254379ea482f3d2224e5e8eca4df1f62d3ca6b5,224,224,0.0,1.0,0.47451144456863403,0.2911906838417053,False,accepted,,Shaheer Ahmad Masood (SAM),True
p03_r03_b_to_a,3,ship__dog,3,b_to_a,dog_shape__ship_texture,5381,5,dog,706,8,ship,5,dog,8,ship,6304,0.8,True,/content/drive/MyDrive/ATML-Assignment-1/artifacts/task1/cue_conflict/candidates/p03_r03_b_to_a.png,df8d3d7a8c4eb4e4727e9a3da9b3e9484cdd92a684b39ee23bab98d44cc57564,224,224,0.0,1.0,0.49956217408180237,0.32359662652015686,False,accepted,,Shaheer Ahmad Masood (SAM),True
p03_r04_a_to_b,3,ship__dog,4,a_to_b,ship_shape__dog_texture,4170,8,ship,3863,5,dog,8,ship,5,dog,6304,0.8,True,/content/drive/MyDrive/ATML-Assignment-1/artifacts/task1/cue_conflict/candidates/p03_r04_a_to_b.png,c7c82a3aca359e5311e2216946095890355a5367af18a45207e64fcaeb347fa8,224,224,0.0,1.0,0.3992457389831543,0.2536301016807556,False,rejected,content object is no longer visually recognizable,Shaheer Ahmad Masood (SAM),True
p03_r04_b_to_a,3,ship__dog,4,b_to_a,dog_shape__ship_texture,3863,5,dog,4170,8,ship,5,dog,8,ship,6304,0.8,True,/content/drive/MyDrive/ATML-Assignment-1/artifacts/task1/cue_conflict/candidates/p03_r04_b_to_a.png,675ee6816c11ee3e650138960fe03d41a6b9271ee7fe0dd99548939f0dccc281,224,224,0.04447060078382492,1.0,0.5155189633369446,0.23573929071426392,False,accepted,,Shaheer Ahmad Masood (SAM),True
p03_r05_a_to_b,3,ship__dog,5,a_to_b,ship_shape__dog_texture,3412,8,ship,6358,5,dog,8,ship,5,dog,6304,0.8,True,/content/drive/MyDrive/ATML-Assignment-1/artifacts/task1/cue_conflict/candidates/p03_r05_a_to_b.png,051cad63f01fc63a3ee4a61c5d56e330ef0e37b85e6c75230aa2114692998e89,224,224,0.0,1.0,0.49743783473968506,0.2149641513824463,False,accepted,,Shaheer Ahmad Masood (SAM),True
p03_r05_b_to_a,3,ship__dog,5,b_to_a,dog_shape__ship_texture,6358,5,dog,3412,8,ship,5,dog,8,ship,6304,0.8,True,/content/drive/MyDrive/ATML-Assignment-1/artifacts/task1/cue_conflict/candidates/p03_r05_b_to_a.png,f713f8bf943c6df750922db5c128bdb2d986f4b391a4e25831851ddf54654cc7,224,224,0.0,0.9427279829978943,0.4656010866165161,0.21129243075847626,False,accepted,,Shaheer Ahmad Masood (SAM),True
p03_r06_a_to_b,3,ship__dog,6,a_to_b,ship_shape__dog_texture,667,8,ship,97,5,dog,8,ship,5,dog,6304,0.8,True,/content/drive/MyDrive/ATML-Assignment-1/artifacts/task1/cue_conflict/candidates/p03_r06_a_to_b.png,8847240b519e1a1ee34596e4fe486d3be15ea0810d1b19124d72228b56cef0fe,224,224,0.02571389265358448,1.0,0.4431471526622772,0.2641100287437439,False,accepted,,Shaheer Ahmad Masood (SAM),True
p03_r06_b_to_a,3,ship__dog,6,b_to_a,dog_shape__ship_texture,97,5,dog,667,8,ship,5,dog,8,ship,6304,0.8,True,/content/drive/MyDrive/ATML-Assignment-1/artifacts/task1/cue_conflict/candidates/p03_r06_b_to_a.png,16da4acfea094654ee63bd0932878c0d4a15ae4ca398acfd6c90724008a5573e,224,224,0.0,1.0,0.4187775254249573,0.26184552907943726,False,accepted,,Shaheer Ahmad Masood (SAM),True
p03_r07_a_to_b,3,ship__dog,7,a_to_b,ship_shape__dog_texture,7818,8,ship,6224,5,dog,8,ship,5,dog,6304,0.8,True,/content/drive/MyDrive/ATML-Assignment-1/artifacts/task1/cue_conflict/candidates/p03_r07_a_to_b.png,0a065deb0cc4d7127cde66e9bfe7f38917f18bb0ce35fb1f7d126698126a135e,224,224,0.0,1.0,0.4259871542453766,0.2707959711551666,False,accepted,,Shaheer Ahmad Masood (SAM),True
p03_r07_b_to_a,3,ship__dog,7,b_to_a,dog_shape__ship_texture,6224,5,dog,7818,8,ship,5,dog,8,ship,6304,0.8,True,/content/drive/MyDrive/ATML-Assignment-1/artifacts/task1/cue_conflict/candidates/p03_r07_b_to_a.png,b3677111681d75403f7128774027c97883a4ae9e49cb45d952624bf843aeed15,224,224,0.0,1.0,0.5331037044525146,0.2559572756290436,False,accepted,,Shaheer Ahmad Masood (SAM),True
p03_r08_a_to_b,3,ship__dog,8,a_to_b,ship_shape__dog_texture,4552,8,ship,2268,5,dog,8,ship,5,dog,6304,0.8,True,/content/drive/MyDrive/ATML-Assignment-1/artifacts/task1/cue_conflict/candidates/p03_r08_a_to_b.png,f32d48c28491881ca864144c4b7be22b3e5669fab78953656db827a19d522d78,224,224,0.0,0.9183392524719238,0.39607059955596924,0.2795915901660919,False,rejected,content object is no longer visually recognizable,Shaheer Ahmad Masood (SAM),True
p03_r08_b_to_a,3,ship__dog,8,b_to_a,dog_shape__ship_texture,2268,5,dog,4552,8,ship,5,dog,8,ship,6304,0.8,True,/content/drive/MyDrive/ATML-Assignment-1/artifacts/task1/cue_conflict/candidates/p03_r08_b_to_a.png,45b77ad6e0bc94d70e690391860a2aca3621b614a9118528370035c13338a20d,224,224,0.0,1.0,0.42338430881500244,0.2938779294490814,False,accepted,,Shaheer Ahmad Masood (SAM),True
p03_r09_a_to_b,3,ship__dog,9,a_to_b,ship_shape__dog_texture,962,8,ship,7041,5,dog,8,ship,5,dog,6304,0.8,True,/content/drive/MyDrive/ATML-Assignment-1/artifacts/task1/cue_conflict/candidates/p03_r09_a_to_b.png,4380e6d858cc2d2af7c745bc7f36f9a5470ba07c9f8ba3f369c0750e0b63ca43,224,224,0.0,1.0,0.29122957587242126,0.26991379261016846,False,rejected,content object is no longer visually recognizable,Shaheer Ahmad Masood (SAM),True
p03_r09_b_to_a,3,ship__dog,9,b_to_a,dog_shape__ship_texture,7041,5,dog,962,8,ship,5,dog,8,ship,6304,0.8,True,/content/drive/MyDrive/ATML-Assignment-1/artifacts/task1/cue_conflict/candidates/p03_r09_b_to_a.png,7d5a0ad33f59130b13668ce7b2050c7f516f2b5b43eb8d64a60c6df779dc9077,224,224,0.0,1.0,0.3184739053249359,0.25541892647743225,False,rejected,content object is no longer visually recognizable,Shaheer Ahmad Masood (SAM),True
p03_r10_a_to_b,3,ship__dog,10,a_to_b,ship_shape__dog_texture,2109,8,ship,7706,5,dog,8,ship,5,dog,6304,0.8,True,/content/drive/MyDrive/ATML-Assignment-1/artifacts/task1/cue_conflict/candidates/p03_r10_a_to_b.png,6a3da85ba4360a63853e92ef3445f1dadbd8568636d578cb806815f6c0877219,224,224,0.0,1.0,0.41022056341171265,0.2337566316127777,False,accepted,,Shaheer Ahmad Masood (SAM),True
p03_r10_b_to_a,3,ship__dog,10,b_to_a,dog_shape__ship_texture,7706,5,dog,2109,8,ship,5,dog,8,ship,6304,0.8,True,/content/drive/MyDrive/ATML-Assignment-1/artifacts/task1/cue_conflict/candidates/p03_r10_b_to_a.png,53a0175852cf83c1823b765f93e0ddb88305465939ad80734f9d3de74bb708b9,224,224,0.0,1.0,0.5341883897781372,0.24800406396389008,False,accepted,,Shaheer Ahmad Masood (SAM),True
p03_r11_a_to_b,3,ship__dog,11,a_to_b,ship_shape__dog_texture,6434,8,ship,2950,5,dog,8,ship,5,dog,6304,0.8,True,/content/drive/MyDrive/ATML-Assignment-1/artifacts/task1/cue_conflict/candidates/p03_r11_a_to_b.png,1455e1650f7808003a153ced689b8c719882d638ff6443356ef6b5220ab7a3ba,224,224,0.0,1.0,0.5982440710067749,0.24152790009975433,False,accepted,,Shaheer Ahmad Masood (SAM),True
p03_r11_b_to_a,3,ship__dog,11,b_to_a,dog_shape__ship_texture,2950,5,dog,6434,8,ship,5,dog,8,ship,6304,0.8,True,/content/drive/MyDrive/ATML-Assignment-1/artifacts/task1/cue_conflict/candidates/p03_r11_b_to_a.png,b045e425de34ac4d7365854c5c2152abfb4e2b2f168e0819ca82de668329d643,224,224,0.05158587545156479,1.0,0.6161007285118103,0.2086677998304367,False,accepted,,Shaheer Ahmad Masood (SAM),True
p03_r12_a_to_b,3,ship__dog,12,a_to_b,ship_shape__dog_texture,4662,8,ship,4290,5,dog,8,ship,5,dog,6304,0.8,True,/content/drive/MyDrive/ATML-Assignment-1/artifacts/task1/cue_conflict/candidates/p03_r12_a_to_b.png,db20621d3dce78c5ab5d693d0079edb08ef7fbdb1194d99411b4ee3a4ce45070,224,224,0.0,0.9613077044487,0.45984846353530884,0.21239997446537018,False,accepted,,Shaheer Ahmad Masood (SAM),True
p03_r12_b_to_a,3,ship__dog,12,b_to_a,dog_shape__ship_texture,4290,5,dog,4662,8,ship,5,dog,8,ship,6304,0.8,True,/content/drive/MyDrive/ATML-Assignment-1/artifacts/task1/cue_conflict/candidates/p03_r12_b_to_a.png,67ba1c06d93df8e2ddcb36b52c02f18dd6c97d5b249b78606d46d7bcf5801663,224,224,0.02325427159667015,0.8882450461387634,0.4969181418418884,0.2143324613571167,False,accepted,,Shaheer Ahmad Masood (SAM),True
p03_r13_a_to_b,3,ship__dog,13,a_to_b,ship_shape__dog_texture,1640,8,ship,7130,5,dog,8,ship,5,dog,6304,0.8,True,/content/drive/MyDrive/ATML-Assignment-1/artifacts/task1/cue_conflict/candidates/p03_r13_a_to_b.png,e96158b1a72aba06f6dc6e082bd4c6257bd21581234cca6a9a94b84e14bd8b76,224,224,0.057440128177404404,0.9392014145851135,0.49491965770721436,0.24015209078788757,False,accepted,,Shaheer Ahmad Masood (SAM),True
p03_r13_b_to_a,3,ship__dog,13,b_to_a,dog_shape__ship_texture,7130,5,dog,1640,8,ship,5,dog,8,ship,6304,0.8,True,/content/drive/MyDrive/ATML-Assignment-1/artifacts/task1/cue_conflict/candidates/p03_r13_b_to_a.png,ffc7e6eb9618be1a516bf2d4aecb421b7a3c995e75dc8ad7ef7a0554014d9c41,224,224,0.0,1.0,0.492235392332077,0.29712435603141785,False,accepted,,Shaheer Ahmad Masood (SAM),True
p03_r14_a_to_b,3,ship__dog,14,a_to_b,ship_shape__dog_texture,5451,8,ship,5924,5,dog,8,ship,5,dog,6304,0.8,True,/content/drive/MyDrive/ATML-Assignment-1/artifacts/task1/cue_conflict/candidates/p03_r14_a_to_b.png,c48547e19c597d8aa676c37712e113d97b232f26cc01d02c66521d72d9f1a33c,224,224,0.0,1.0,0.5320264101028442,0.15060153603553772,False,accepted,,Shaheer Ahmad Masood (SAM),True
