dataset,official_partition,official_index,class_id,class_name,selection_seed
STL-10,test,1839,2,car,6304
STL-10,test,1852,1,bird,6304
STL-10,test,1871,1,bird,6304
STL-10,test,1877,5,dog,6304
STL-10,test,1884,7,monkey,6304
STL-10,test,1927,7,monkey,6304
STL-10,test,1954,8,ship,6304
STL-10,test,1956,7,monkey,6304
STL-10,test,1960,4,deer,6304
STL-10,test,1977,0,airplane,6304
STL-10,test,1986,1,bird,6304
STL-10,test,1993,1,bird,6304
STL-10,test,2003,6,horse,6304
STL-10,test,2011,9,truck,6304
STL-10,test,2024,0,airplane,6304
STL-10,test,2028,3,cat,6304
STL-10,test,2062,9,truck,6304
STL-10,test,2070,1,bird,6304
STL-10,test,2082,2,car,6304
STL-10,test,2095,1,bird,6304
STL-10,test,2109,8,ship,6304
STL-10,test,2114,9,truck,6304
STL-10,test,2116,1,bird,6304
STL-10,test,2157,1,bird,6304
STL-10,test,2167,9,truck,6304
STL-10,test,2178,1,bird,6304
STL-10,test,2191,8,ship,6304
STL-10,test,2230,8,ship,6304
STL-10,test,2242,0,airplane,6304
STL-10,test,2265,5,dog,6304
STL-10,test,2268,5,dog,6304
STL-10,test,2291,3,cat,6304
STL-10,test,2334,5,dog,6304
STL-10,test,2340,8,ship,6304
STL-10,test,2342,8,ship,6304
STL-10,test,2351,9,truck,6304
STL-10,test,2391,5,dog,6304
STL-10,test,2392,2,car,6304
STL-10,test,2399,4,deer,6304
STL-10,test,2414,9,truck,6304
STL-10,test,2427,5,dog,6304
STL-10,test,2458,5,dog,6304
STL-10,test,2501,7,monkey,6304
STL-10,test,2502,2,car,6304
STL-10,test,2536,3,cat,6304
STL-10,test,2539,3,cat,6304
STL-10,test,2610,6,horse,6304
STL-10,test,2623,5,dog,6304
STL-10,test,2655,9,truck,6304
STL-10,test,2668,7,monkey,6304
STL-10,test,2676,6,horse,6304
STL-10,test,2687,1,bird,6304
STL-10,test,2690,1,bird,6304
STL-10,test,2704,4,deer,6304
STL-10,test,2745,8,ship,6304
STL-10,test,2746,7,monkey,6304
STL-10,test,2750,0,airplane,6304
STL-10,test,2754,3,cat,6304
STL-10,test,2757,4,deer,6304
STL-10,test,2766,5,dog,6304
STL-10,test,2807,5,dog,6304
STL-10,test,2844,8,ship,6304
STL-10,test,2854,7,monkey,6304
STL-10,test,2861,3,cat,6304
STL-10,test,2888,0,airplane,6304
STL-10,test,2898,4,deer,6304
STL-10,test,2950,5,dog,6304
STL-10,test,2958,6,horse,6304
STL-10,test,3015,8,ship,6304
STL-10,test,3024,2,car,6304
STL-10,test,3025,0,airplane,6304
STL-10,test,3034,4,deer,6304
STL-10,test,3067,2,car,6304
STL-10,test,3078,4,deer,6304
STL-10,test,3079,1,bird,6304
STL-10,test,3083,0,airplane,6304
STL-10,test,3122,4,deer,6304
STL-10,test,3153,7,monkey,6304
STL-10,test,3157,8,ship,6304
STL-10,test,3163,2,car,6304
STL-10,test,3179,4,deer,6304
STL-10,test,3191,6,horse,6304
STL-10,test,3276,3,cat,6304
STL-10,test,3287,4,deer,6304
STL-10,test,3288,7,monkey,6304
STL-10,test,3292,6,horse,6304
STL-10,test,3318,9,truck,6304
STL-10,test,3347,0,airplane,6304
STL-10,test,3353,5,dog,6304
STL-10,test,3362,2,car,6304
STL-10,test,3365,4,deer,6304
STL-10,test,3375,3,cat,6304
STL-10,test,3383,3,cat,6304
STL-10,test,3404,7,monkey,6304
STL-10,test,3412,8,ship,6304
STL-10,test,3413,1,bird,6304
STL-10,test,3418,6,horse,6304
STL-10,test,3437,0,airplane,6304
STL-10,test,3446,7,monkey,6304
STL-10,test,3454,2,car,6304
STL-10,test,3455,0,airplane,6304
STL-10,test,3458,4,deer,6304
STL-10,test,3467,7,monkey,6304
STL-10,test,3491,1,bird,6304
STL-10,test,3494,6,horse,6304
STL-10,test,3512,4,deer,6304
STL-10,test,3515,6,horse,6304
STL-10,test,3542,7,monkey,6304
STL-10,test,3550,1,bird,6304
STL-10,test,3562,3,cat,6304
STL-10,test,3755,2,car,6304
STL-10,test,3763,4,deer,6304
STL-10,test,3777,6,horse,6304
STL-10,test,3778,3,cat,6304
STL-10,test,3779,6,horse,6304
STL-10,test,3844,6,horse,6304
STL-10,test,3851,3,cat,6304
STL-10,test,3852,5,dog,6304
STL-10,test,3863,5,dog,6304
STL-10,test,3867,7,monkey,6304
STL-10,test,3876,0,airplane,6304
STL-10,test,3889,5,dog,6304
STL-10,test,3891,4,deer,6304
STL-10,test,3893,9,truck,6304
STL-10,test,3905,8,ship,6304
STL-10,test,3914,3,cat,6304
STL-10,test,3937,1,bird,6304
STL-10,test,3942,9,truck,6304
STL-10,test,3948,8,ship,6304
STL-10,test,3962,6,horse,6304
STL-10,test,3965,0,airplane,6304
STL-10,test,3994,4,deer,6304
STL-10,test,3996,9,truck,6304
STL-10,test,4011,6,horse,6304
STL-10,test,4023,3,cat,6304
STL-10,test,4054,4,deer,6304
STL-10,test,4065,2,car,6304
STL-10,test,4069,8,ship,6304
STL-10,test,4093,6,horse,6304
STL-10,test,4094,9,truck,6304
STL-10,test,4106,5,dog,6304
STL-10,test,4130,0,airplane,6304
STL-10,test,4168,3,cat,6304
STL-10,test,4170,8,ship,6304
STL-10,test,4172,7,monkey,6304
STL-10,test,4177,8,ship,6304
STL-10,test,4215,3,cat,6304
STL-10,test,4229,3,cat,6304
STL-10,test,4236,7,monkey,6304
STL-10,test,4242,8,ship,6304
STL-10,test,4254,6,horse,6304
STL-10,test,4290,5,dog,6304
STL-10,test,4298,1,bird,6304
STL-10,test,4308,7,monkey,6304
STL-10,test,4311,8,ship,6304
STL-10,test,4323,3,cat,6304
STL-10,test,4330,3,cat,6304
STL-10,test,4341,6,horse,6304
STL-10,test,4355,8,ship,6304
STL-10,test,4399,0,airplane,6304
STL-10,test,4403,7,monkey,6304
STL-10,test,4411,6,horse,6304
STL-10,test,4449,9,truck,6304
STL-10,test,4463,3,cat,6304
STL-10,test,4531,3,cat,6304
STL-10,test,4539,0,airplane,6304
STL-10,test,4547,5,dog,6304
STL-10,test,4552,8,ship,6304
STL-10,test,4570,5,dog,6304
STL-10,test,4590,3,cat,6304
STL-10,test,4609,3,cat,6304
STL-10,test,4615,0,airplane,6304
STL-10,test,4617,0,airplane,6304
STL-10,test,4620,6,horse,6304
STL-10,test,4629,4,deer,6304
STL-10,test,4640,1,bird,6304
STL-10,test,4642,4,deer,6304
STL-10,test,4661,7,monkey,6304
STL-10,test,4662,8,ship,6304
STL-10,test,4675,0,airplane,6304
STL-10,test,4676,8,ship,6304
STL-10,test,4704,7,monkey,6304
STL-10,test,4723,9,truck,6304
STL-10,test,4731,6,horse,6304
STL-10,test,4735,2,car,6304
STL-10,test,4740,4,deer,6304
STL-10,test,4746,6,horse,6304
STL-10,test,4748,7,monkey,6304
STL-10,test,4754,6,horse,6304
STL-10,test,4785,0,airplane,6304
STL-10,test,4791,7,monkey,6304
STL-10,test,4819,0,airplane,6304
STL-10,test,4821,3,cat,6304
STL-10,test,4827,6,horse,6304
STL-10,test,4850,5,dog,6304
STL-10,test,4881,3,cat,6304
STL-10,test,4893,0,airplane,6304
STL-10,test,4908,3,cat,6304
STL-10,test,4913,2,car,6304
STL-10,test,4921,2,car,6304
STL-10,test,4953,5,dog,6304
STL-10,test,4966,5,dog,6304
STL-10,test,4990,8,ship,6304
STL-10,test,5000,8,ship,6304
STL-10,test,5030,2,car,6304
STL-10,test,5062,4,deer,6304
STL-10,test,5077,4,deer,6304
STL-10,test,5082,6,horse,6304
STL-10,test,5092,1,bird,6304
STL-10,test,5101,5,dog,6304
STL-10,test,5117,0,airplane,6304
STL-10,test,5123,1,bird,6304
STL-10,test,5135,4,deer,6304
STL-10,test,5183,2,car,6304
STL-10,test,5213,4,deer,6304
STL-10,test,5218,2,car,6304
STL-10,test,5220,1,bird,6304
STL-10,test,5237,2,car,6304
STL-10,test,5256,1,bird,6304
STL-10,test,5284,9,truck,6304
STL-10,test,5301,9,truck,6304
STL-10,test,5318,2,car,6304
STL-10,test,5332,5,dog,6304
STL-10,test,5333,2,car,6304
STL-10,test,5360,9,truck,6304
STL-10,test,5381,5,dog,6304
STL-10,test,5382,6,horse,6304
STL-10,test,5395,2,car,6304
STL-10,test,5402,4,deer,6304
STL-10,test,5408,6,horse,6304
STL-10,test,5436,7,monkey,6304
STL-10,test,5447,9,truck,6304
STL-10,test,5450,7,monkey,6304
STL-10,test,5451,8,ship,6304
STL-10,test,5452,9,truck,6304
STL-10,test,5467,4,deer,6304
STL-10,test,5478,0,airplane,6304
STL-10,test,5488,1,bird,6304
STL-10,test,5496,5,dog,6304
STL-10,test,5508,9,truck,6304
STL-10,test,5512,2,car,6304
STL-10,test,5525,8,ship,6304
STL-10,test,5528,3,cat,6304
STL-10,test,5556,4,deer,6304
STL-10,test,5560,1,bird,6304
STL-10,test,5572,9,truck,6304
STL-10,test,5580,6,horse,6304
STL-10,test,5590,9,truck,6304
STL-10,test,5623,4,deer,6304
STL-10,test,5677,2,car,6304
STL-10,test,5694,8,ship,6304
STL-10,test,5701,5,dog,6304
STL-10,test,5705,8,ship,6304
STL-10,test,5719,7,monkey,6304
STL-10,test,5729,6,horse,6304
STL-10,test,5756,2,car,6304
STL-10,test,5788,9,truck,6304
STL-10,test,5789,4,deer,6304
STL-10,test,5824,2,car,6304
STL-10,test,5848,7,monkey,6304
STL-10,test,5851,9,truck,6304
STL-10,test,5857,6,horse,6304
STL-10,test,5858,6,horse,6304
STL-10,test,5912,0,airplane,6304
STL-10,test,5915,9,truck,6304
STL-10,test,5918,0,airplane,6304
STL-10,test,5924,5,dog,6304
STL-10,test,5977,7,monkey,6304
STL-10,test,5981,9,truck,6304
STL-10,test,5999,0,airplane,6304
STL-10,test,6028,2,car,6304
STL-10,test,6033,4,deer,6304
STL-10,test,6076,1,bird,6304
STL-10,test,6084,7,monkey,6304
STL-10,test,6097,4,deer,6304
STL-10,test,6169,1,bird,6304
STL-10,test,6190,7,monkey,6304
STL-10,test,6224,5,dog,6304
STL-10,test,6244,2,car,6304
STL-10,test,6264,2,car,6304
STL-10,test,6271,2,car,6304
STL-10,test,6288,4,deer,6304
STL-10,test,6332,2,car,6304
STL-10,test,6349,1,bird,6304
STL-10,test,6354,2,car,6304
STL-10,test,6358,5,dog,6304
STL-10,test,6381,6,horse,6304
STL-10,test,6414,5,dog,6304
STL-10,test,6426,2,car,6304
STL-10,test,6434,8,ship,6304
STL-10,test,6437,0,airplane,6304
STL-10,test,6455,0,airplane,6304
STL-10,test,6490,3,cat,6304
STL-10,test,6503,2,car,6304
STL-10,test,6508,4,deer,6304
STL-10,test,6528,4,deer,6304
STL-10,test,6594,1,bird,6304
STL-10,test,6609,0,airplane,6304
STL-10,test,6616,2,car,6304
STL-10,test,6650,7,monkey,6304
STL-10,test,6689,8,ship,6304
STL-10,test,6692,2,car,6304
STL-10,test,6713,6,horse,6304
STL-10,test,6716,5,dog,6304
STL-10,test,6726,7,monkey,6304
STL-10,test,6733,1,bird,6304
STL-10,test,6772,7,monkey,6304
STL-10,test,6805,1,bird,6304
STL-10,test,6836,1,bird,6304
STL-10,test,6844,0,airplane,6304
STL-10,test,6922,5,dog,6304
STL-10,test,6931,9,truck,6304
STL-10,test,6938,1,bird,6304
STL-10,test,6952,3,cat,6304
STL-10,test,6954,1,bird,6304
STL-10,test,6986,0,airplane,6304
STL-10,test,6989,5,dog,6304
STL-10,test,7009,0,airplane,6304
STL-10,test,7029,1,bird,6304
STL-10,test,7033,1,bird,6304
STL-10,test,7041,5,dog,6304
STL-10,test,7047,9,truck,6304
STL-10,test,7081,7,monkey,6304
STL-10,test,7084,2,car,6304
STL-10,test,7108,6,horse,6304
STL-10,test,7130,5,dog,6304
STL-10,test,7138,8,ship,6304
STL-10,test,7150,0,airplane,6304
STL-10,test,7202,1,bird,6304
STL-10,test,7262,0,airplane,6304
STL-10,test,7266,9,truck,6304
STL-10,test,7270,7,monkey,6304
STL-10,test,7309,0,airplane,6304
STL-10,test,7320,0,airplane,6304
STL-10,test,7338,6,horse,6304
STL-10,test,7372,0,airplane,6304
STL-10,test,7373,0,airplane,6304
STL-10,test,7380,9,truck,6304
STL-10,test,7390,1,bird,6304
STL-10,test,7413,5,dog,6304
STL-10,test,7416,3,cat,6304
STL-10,test,7425,2,car,6304
STL-10,test,7446,8,ship,6304
STL-10,test,7460,8,ship,6304
STL-10,test,7465,0,airplane,6304
STL-10,test,7474,5,dog,6304
STL-10,test,7475,4,deer,6304
STL-10,test,7476,8,ship,6304
STL-10,test,7544,9,truck,6304
STL-10,test,7555,6,horse,6304
STL-10,test,7600,6,horse,6304
STL-10,test,7610,4,deer,6304
STL-10,test,7634,0,airplane,6304
STL-10,test,7692,4,deer,6304
STL-10,test,7706,5,dog,6304
STL-10,test,7726,6,horse,6304
STL-10,test,7744,3,cat,6304
STL-10,test,7752,9,truck,6304
STL-10,test,7776,5,dog,6304
STL-10,test,7779,6,horse,6304
STL-10,test,7781,6,horse,6304
STL-10,test,7793,3,cat,6304
STL-10,test,7797,3,cat,6304
STL-10,test,7810,8,ship,6304
STL-10,test,7818,8,ship,6304
STL-10,test,7835,7,monkey,6304
STL-10,test,7864,4,deer,6304
STL-10,test,7875,8,ship,6304
STL-10,test,7938,9,truck,6304
STL-10,test,7940,4,deer,6304
STL-10,test,7944,4,deer,6304
STL-10,test,7955,1,bird,6304
STL-10,test,7995,9,truck,6304
STL-10,test,7996,6,horse,6304
STL-10,test,7999,8,ship,6304
