dataset,official_partition,official_index,class_id,class_name,selection_seed
STL-10,train,171,6,horse,6304
STL-10,train,172,7,monkey,6304
STL-10,train,173,1,bird,6304
STL-10,train,175,9,truck,6304
STL-10,train,177,9,truck,6304
STL-10,train,178,2,car,6304
STL-10,train,179,7,monkey,6304
STL-10,train,180,9,truck,6304
STL-10,train,181,4,deer,6304
STL-10,train,182,1,bird,6304
STL-10,train,183,0,airplane,6304
STL-10,train,184,4,deer,6304
STL-10,train,185,4,deer,6304
STL-10,train,186,2,car,6304
STL-10,train,187,4,deer,6304
STL-10,train,188,4,deer,6304
STL-10,train,189,6,horse,6304
STL-10,train,190,7,monkey,6304
STL-10,train,192,3,cat,6304
STL-10,train,193,1,bird,6304
STL-10,train,194,3,cat,6304
STL-10,train,195,5,dog,6304
STL-10,train,197,2,car,6304
STL-10,train,199,7,monkey,6304
STL-10,train,200,0,airplane,6304
STL-10,train,201,4,deer,6304
STL-10,train,202,7,monkey,6304
STL-10,train,203,0,airplane,6304
STL-10,train,204,7,monkey,6304
STL-10,train,206,0,airplane,6304
STL-10,train,207,7,monkey,6304
STL-10,train,208,1,bird,6304
STL-10,train,210,2,car,6304
STL-10,train,211,7,monkey,6304
STL-10,train,212,6,horse,6304
STL-10,train,214,5,dog,6304
STL-10,train,215,5,dog,6304
STL-10,train,216,2,car,6304
STL-10,train,217,6,horse,6304
STL-10,train,218,9,truck,6304
STL-10,train,219,7,monkey,6304
STL-10,train,220,5,dog,6304
STL-10,train,221,5,dog,6304
STL-10,train,223,1,bird,6304
STL-10,train,224,4,deer,6304
STL-10,train,225,8,ship,6304
STL-10,train,226,8,ship,6304
STL-10,train,228,5,dog,6304
STL-10,train,229,6,horse,6304
STL-10,train,232,4,deer,6304
STL-10,train,233,4,deer,6304
STL-10,train,234,2,car,6304
STL-10,train,236,0,airplane,6304
STL-10,train,237,4,deer,6304
STL-10,train,240,7,monkey,6304
STL-10,train,242,3,cat,6304
STL-10,train,243,8,ship,6304
STL-10,train,244,1,bird,6304
STL-10,train,246,0,airplane,6304
STL-10,train,247,8,ship,6304
STL-10,train,248,5,dog,6304
STL-10,train,249,1,bird,6304
STL-10,train,250,7,monkey,6304
STL-10,train,252,9,truck,6304
STL-10,train,253,9,truck,6304
STL-10,train,254,4,deer,6304
STL-10,train,255,1,bird,6304
STL-10,train,256,1,bird,6304
STL-10,train,257,0,airplane,6304
STL-10,train,258,4,deer,6304
STL-10,train,259,2,car,6304
STL-10,train,260,8,ship,6304
STL-10,train,261,9,truck,6304
STL-10,train,262,0,airplane,6304
STL-10,train,263,7,monkey,6304
STL-10,train,264,6,horse,6304
STL-10,train,265,4,deer,6304
STL-10,train,266,8,ship,6304
STL-10,train,267,8,ship,6304
STL-10,train,268,7,monkey,6304
STL-10,train,269,4,deer,6304
STL-10,train,270,5,dog,6304
STL-10,train,271,6,horse,6304
STL-10,train,272,4,deer,6304
STL-10,train,273,8,ship,6304
STL-10,train,274,8,ship,6304
STL-10,train,275,6,horse,6304
STL-10,train,277,1,bird,6304
STL-10,train,279,7,monkey,6304
STL-10,train,280,3,cat,6304
STL-10,train,281,1,bird,6304
STL-10,train,282,7,monkey,6304
STL-10,train,283,7,monkey,6304
STL-10,train,284,4,deer,6304
STL-10,train,285,7,monkey,6304
STL-10,train,286,2,car,6304
STL-10,train,287,2,car,6304
STL-10,train,289,1,bird,6304
STL-10,train,290,3,cat,6304
STL-10,train,291,6,horse,6304
STL-10,train,292,1,bird,6304
STL-10,train,293,4,deer,6304
STL-10,train,294,6,horse,6304
STL-10,train,295,7,monkey,6304
STL-10,train,296,0,airplane,6304
STL-10,train,298,5,dog,6304
STL-10,train,299,8,ship,6304
STL-10,train,300,0,airplane,6304
STL-10,train,301,2,car,6304
STL-10,train,302,3,cat,6304
STL-10,train,305,5,dog,6304
STL-10,train,306,9,truck,6304
STL-10,train,307,2,car,6304
STL-10,train,308,6,horse,6304
STL-10,train,309,3,cat,6304
STL-10,train,310,1,bird,6304
STL-10,train,312,7,monkey,6304
STL-10,train,315,5,dog,6304
STL-10,train,316,5,dog,6304
STL-10,train,317,5,dog,6304
STL-10,train,319,9,truck,6304
STL-10,train,324,0,airplane,6304
STL-10,train,325,3,cat,6304
STL-10,train,326,3,cat,6304
STL-10,train,327,3,cat,6304
STL-10,train,328,0,airplane,6304
STL-10,train,329,5,dog,6304
STL-10,train,330,0,airplane,6304
STL-10,train,331,9,truck,6304
STL-10,train,332,2,car,6304
STL-10,train,335,1,bird,6304
STL-10,train,336,2,car,6304
STL-10,train,338,7,monkey,6304
STL-10,train,339,1,bird,6304
STL-10,train,340,0,airplane,6304
STL-10,train,341,8,ship,6304
STL-10,train,342,8,ship,6304
STL-10,train,343,0,airplane,6304
STL-10,train,344,0,airplane,6304
STL-10,train,345,3,cat,6304
STL-10,train,346,8,ship,6304
STL-10,train,347,3,cat,6304
STL-10,train,348,0,airplane,6304
STL-10,train,349,3,cat,6304
STL-10,train,354,0,airplane,6304
STL-10,train,355,8,ship,6304
STL-10,train,356,8,ship,6304
STL-10,train,357,6,horse,6304
STL-10,train,358,6,horse,6304
STL-10,train,360,6,horse,6304
STL-10,train,361,9,truck,6304
STL-10,train,363,7,monkey,6304
STL-10,train,364,8,ship,6304
STL-10,train,367,7,monkey,6304
STL-10,train,368,0,airplane,6304
STL-10,train,369,1,bird,6304
STL-10,train,370,8,ship,6304
STL-10,train,372,1,bird,6304
STL-10,train,373,1,bird,6304
STL-10,train,374,2,car,6304
STL-10,train,375,8,ship,6304
STL-10,train,377,3,cat,6304
STL-10,train,378,5,dog,6304
STL-10,train,379,7,monkey,6304
STL-10,train,380,1,bird,6304
STL-10,train,382,4,deer,6304
STL-10,train,383,5,dog,6304
STL-10,train,384,1,bird,6304
STL-10,train,385,6,horse,6304
STL-10,train,386,6,horse,6304
STL-10,train,387,6,horse,6304
STL-10,train,388,4,deer,6304
STL-10,train,389,7,monkey,6304
STL-10,train,390,6,horse,6304
STL-10,train,391,0,airplane,6304
STL-10,train,392,8,ship,6304
STL-10,train,393,5,dog,6304
STL-10,train,394,4,deer,6304
STL-10,train,395,8,ship,6304
STL-10,train,396,9,truck,6304
STL-10,train,397,0,airplane,6304
STL-10,train,398,2,car,6304
STL-10,train,399,6,horse,6304
STL-10,train,400,2,car,6304
STL-10,train,401,7,monkey,6304
STL-10,train,403,9,truck,6304
STL-10,train,405,6,horse,6304
STL-10,train,406,3,cat,6304
STL-10,train,407,5,dog,6304
STL-10,train,408,0,airplane,6304
STL-10,train,409,5,dog,6304
STL-10,train,410,4,deer,6304
STL-10,train,411,7,monkey,6304
STL-10,train,412,0,airplane,6304
STL-10,train,413,7,monkey,6304
STL-10,train,414,9,truck,6304
STL-10,train,415,6,horse,6304
STL-10,train,416,1,bird,6304
STL-10,train,417,8,ship,6304
STL-10,train,418,2,car,6304
STL-10,train,419,2,car,6304
STL-10,train,420,2,car,6304
STL-10,train,421,1,bird,6304
STL-10,train,422,0,airplane,6304
STL-10,train,424,5,dog,6304
STL-10,train,425,1,bird,6304
STL-10,train,426,9,truck,6304
STL-10,train,427,2,car,6304
STL-10,train,428,7,monkey,6304
STL-10,train,430,0,airplane,6304
STL-10,train,431,9,truck,6304
STL-10,train,432,1,bird,6304
STL-10,train,434,4,deer,6304
STL-10,train,436,5,dog,6304
STL-10,train,437,0,airplane,6304
STL-10,train,438,6,horse,6304
STL-10,train,439,2,car,6304
STL-10,train,440,7,monkey,6304
STL-10,train,441,2,car,6304
STL-10,train,444,0,airplane,6304
STL-10,train,445,5,dog,6304
STL-10,train,448,8,ship,6304
STL-10,train,449,8,ship,6304
STL-10,train,450,5,dog,6304
STL-10,train,451,5,dog,6304
STL-10,train,454,7,monkey,6304
STL-10,train,455,3,cat,6304
STL-10,train,456,9,truck,6304
STL-10,train,457,1,bird,6304
STL-10,train,458,9,truck,6304
STL-10,train,460,0,airplane,6304
STL-10,train,461,6,horse,6304
STL-10,train,462,3,cat,6304
STL-10,train,463,6,horse,6304
STL-10,train,464,1,bird,6304
STL-10,train,465,6,horse,6304
STL-10,train,466,0,airplane,6304
STL-10,train,467,5,dog,6304
STL-10,train,469,7,monkey,6304
STL-10,train,470,7,monkey,6304
STL-10,train,471,1,bird,6304
STL-10,train,472,8,ship,6304
STL-10,train,474,7,monkey,6304
STL-10,train,475,6,horse,6304
STL-10,train,476,3,cat,6304
STL-10,train,477,7,monkey,6304
STL-10,train,478,0,airplane,6304
STL-10,train,479,9,truck,6304
STL-10,train,480,1,bird,6304
STL-10,train,481,8,ship,6304
STL-10,train,482,5,dog,6304
STL-10,train,483,8,ship,6304
STL-10,train,484,8,ship,6304
STL-10,train,485,9,truck,6304
STL-10,train,486,4,deer,6304
STL-10,train,487,0,airplane,6304
STL-10,train,488,9,truck,6304
STL-10,train,489,1,bird,6304
STL-10,train,490,5,dog,6304
STL-10,train,491,2,car,6304
STL-10,train,492,4,deer,6304
STL-10,train,493,3,cat,6304
STL-10,train,494,7,monkey,6304
STL-10,train,495,5,dog,6304
STL-10,train,497,6,horse,6304
STL-10,train,498,2,car,6304
STL-10,train,499,4,deer,6304
STL-10,train,502,2,car,6304
STL-10,train,504,9,truck,6304
STL-10,train,505,3,cat,6304
STL-10,train,506,3,cat,6304
STL-10,train,507,7,monkey,6304
STL-10,train,508,5,dog,6304
STL-10,train,509,2,car,6304
STL-10,train,511,8,ship,6304
STL-10,train,512,2,car,6304
STL-10,train,513,2,car,6304
STL-10,train,514,9,truck,6304
STL-10,train,515,9,truck,6304
STL-10,train,518,9,truck,6304
STL-10,train,519,9,truck,6304
STL-10,train,521,2,car,6304
STL-10,train,522,0,airplane,6304
STL-10,train,523,5,dog,6304
STL-10,train,524,1,bird,6304
STL-10,train,525,9,truck,6304
STL-10,train,526,5,dog,6304
STL-10,train,528,6,horse,6304
STL-10,train,529,3,cat,6304
STL-10,train,530,8,ship,6304
STL-10,train,534,4,deer,6304
STL-10,train,536,8,ship,6304
STL-10,train,537,8,ship,6304
STL-10,train,538,6,horse,6304
STL-10,train,539,9,truck,6304
STL-10,train,540,7,monkey,6304
STL-10,train,542,9,truck,6304
STL-10,train,543,2,car,6304
STL-10,train,544,4,deer,6304
STL-10,train,545,1,bird,6304
STL-10,train,547,6,horse,6304
STL-10,train,550,7,monkey,6304
STL-10,train,551,6,horse,6304
STL-10,train,552,7,monkey,6304
STL-10,train,553,0,airplane,6304
STL-10,train,554,1,bird,6304
STL-10,train,559,9,truck,6304
STL-10,train,560,8,ship,6304
STL-10,train,562,0,airplane,6304
STL-10,train,563,2,car,6304
STL-10,train,565,9,truck,6304
STL-10,train,566,7,monkey,6304
STL-10,train,568,1,bird,6304
STL-10,train,569,5,dog,6304
STL-10,train,570,6,horse,6304
STL-10,train,571,9,truck,6304
STL-10,train,572,5,dog,6304
STL-10,train,573,9,truck,6304
STL-10,train,574,0,airplane,6304
STL-10,train,575,9,truck,6304
STL-10,train,577,0,airplane,6304
STL-10,train,578,4,deer,6304
STL-10,train,579,0,airplane,6304
STL-10,train,580,5,dog,6304
STL-10,train,581,2,car,6304
STL-10,train,582,7,monkey,6304
STL-10,train,583,3,cat,6304
STL-10,train,584,3,cat,6304
STL-10,train,585,0,airplane,6304
STL-10,train,586,8,ship,6304
STL-10,train,587,8,ship,6304
STL-10,train,588,3,cat,6304
STL-10,train,589,6,horse,6304
STL-10,train,591,2,car,6304
STL-10,train,592,0,airplane,6304
STL-10,train,593,7,monkey,6304
STL-10,train,595,2,car,6304
STL-10,train,596,1,bird,6304
STL-10,train,597,3,cat,6304
STL-10,train,598,2,car,6304
STL-10,train,599,3,cat,6304
STL-10,train,600,8,ship,6304
STL-10,train,601,5,dog,6304
STL-10,train,603,6,horse,6304
STL-10,train,604,5,dog,6304
STL-10,train,605,6,horse,6304
STL-10,train,606,0,airplane,6304
STL-10,train,607,8,ship,6304
STL-10,train,608,4,deer,6304
STL-10,train,609,9,truck,6304
STL-10,train,611,8,ship,6304
STL-10,train,613,9,truck,6304
STL-10,train,614,1,bird,6304
STL-10,train,615,0,airplane,6304
STL-10,train,616,1,bird,6304
STL-10,train,617,5,dog,6304
STL-10,train,618,5,dog,6304
STL-10,train,619,4,deer,6304
STL-10,train,620,4,deer,6304
STL-10,train,621,3,cat,6304
STL-10,train,623,4,deer,6304
STL-10,train,624,5,dog,6304
STL-10,train,625,6,horse,6304
STL-10,train,626,4,deer,6304
STL-10,train,627,2,car,6304
STL-10,train,628,1,bird,6304
STL-10,train,629,2,car,6304
STL-10,train,630,9,truck,6304
STL-10,train,632,6,horse,6304
STL-10,train,633,7,monkey,6304
STL-10,train,635,5,dog,6304
STL-10,train,636,1,bird,6304
STL-10,train,637,2,car,6304
STL-10,train,638,3,cat,6304
STL-10,train,639,6,horse,6304
STL-10,train,640,1,bird,6304
STL-10,train,644,9,truck,6304
STL-10,train,645,4,deer,6304
STL-10,train,647,9,truck,6304
STL-10,train,650,1,bird,6304
STL-10,train,651,0,airplane,6304
STL-10,train,652,8,ship,6304
STL-10,train,653,6,horse,6304
STL-10,train,654,9,truck,6304
STL-10,train,655,5,dog,6304
STL-10,train,656,1,bird,6304
STL-10,train,657,3,cat,6304
STL-10,train,658,4,deer,6304
STL-10,train,660,9,truck,6304
STL-10,train,662,9,truck,6304
STL-10,train,663,3,cat,6304
STL-10,train,665,3,cat,6304
STL-10,train,666,8,ship,6304
STL-10,train,667,2,car,6304
STL-10,train,668,9,truck,6304
STL-10,train,669,5,dog,6304
STL-10,train,670,3,cat,6304
STL-10,train,671,8,ship,6304
STL-10,train,672,7,monkey,6304
STL-10,train,673,2,car,6304
STL-10,train,674,8,ship,6304
STL-10,train,675,2,car,6304
STL-10,train,676,0,airplane,6304
STL-10,train,677,6,horse,6304
STL-10,train,678,6,horse,6304
STL-10,train,680,4,deer,6304
STL-10,train,681,1,bird,6304
STL-10,train,683,7,monkey,6304
STL-10,train,684,3,cat,6304
STL-10,train,685,7,monkey,6304
STL-10,train,686,0,airplane,6304
STL-10,train,687,2,car,6304
STL-10,train,688,9,truck,6304
STL-10,train,689,0,airplane,6304
STL-10,train,690,5,dog,6304
STL-10,train,691,5,dog,6304
STL-10,train,692,6,horse,6304
STL-10,train,693,8,ship,6304
STL-10,train,695,0,airplane,6304
STL-10,train,696,1,bird,6304
STL-10,train,697,1,bird,6304
STL-10,train,698,7,monkey,6304
STL-10,train,699,4,deer,6304
STL-10,train,700,9,truck,6304
STL-10,train,701,6,horse,6304
STL-10,train,702,7,monkey,6304
STL-10,train,703,4,deer,6304
STL-10,train,704,9,truck,6304
STL-10,train,705,9,truck,6304
STL-10,train,706,2,car,6304
STL-10,train,707,7,monkey,6304
STL-10,train,709,5,dog,6304
STL-10,train,710,4,deer,6304
STL-10,train,711,0,airplane,6304
STL-10,train,713,7,monkey,6304
STL-10,train,715,5,dog,6304
STL-10,train,717,4,deer,6304
STL-10,train,718,8,ship,6304
STL-10,train,720,5,dog,6304
STL-10,train,721,6,horse,6304
STL-10,train,722,4,deer,6304
STL-10,train,723,8,ship,6304
STL-10,train,724,1,bird,6304
STL-10,train,725,2,car,6304
STL-10,train,727,9,truck,6304
STL-10,train,730,0,airplane,6304
STL-10,train,731,8,ship,6304
STL-10,train,732,2,car,6304
STL-10,train,733,0,airplane,6304
STL-10,train,736,0,airplane,6304
STL-10,train,737,4,deer,6304
STL-10,train,738,6,horse,6304
STL-10,train,739,3,cat,6304
STL-10,train,740,0,airplane,6304
STL-10,train,741,3,cat,6304
STL-10,train,742,4,deer,6304
STL-10,train,743,6,horse,6304
STL-10,train,744,0,airplane,6304
STL-10,train,745,7,monkey,6304
STL-10,train,746,5,dog,6304
STL-10,train,747,5,dog,6304
STL-10,train,749,5,dog,6304
STL-10,train,750,2,car,6304
STL-10,train,751,8,ship,6304
STL-10,train,752,6,horse,6304
STL-10,train,753,1,bird,6304
STL-10,train,754,8,ship,6304
STL-10,train,756,7,monkey,6304
STL-10,train,757,3,cat,6304
STL-10,train,759,3,cat,6304
STL-10,train,760,9,truck,6304
STL-10,train,761,6,horse,6304
STL-10,train,762,1,bird,6304
STL-10,train,763,7,monkey,6304
STL-10,train,765,4,deer,6304
STL-10,train,766,1,bird,6304
STL-10,train,767,2,car,6304
STL-10,train,769,7,monkey,6304
STL-10,train,770,2,car,6304
STL-10,train,772,2,car,6304
STL-10,train,773,7,monkey,6304
STL-10,train,774,7,monkey,6304
STL-10,train,775,5,dog,6304
STL-10,train,776,1,bird,6304
STL-10,train,777,3,cat,6304
STL-10,train,779,0,airplane,6304
STL-10,train,780,1,bird,6304
STL-10,train,781,0,airplane,6304
STL-10,train,782,7,monkey,6304
STL-10,train,783,3,cat,6304
STL-10,train,784,9,truck,6304
STL-10,train,786,2,car,6304
STL-10,train,789,9,truck,6304
STL-10,train,790,8,ship,6304
STL-10,train,791,9,truck,6304
STL-10,train,792,4,deer,6304
STL-10,train,793,6,horse,6304
STL-10,train,794,3,cat,6304
STL-10,train,795,9,truck,6304
STL-10,train,796,5,dog,6304
STL-10,train,797,4,deer,6304
STL-10,train,799,2,car,6304
STL-10,train,801,7,monkey,6304
STL-10,train,802,3,cat,6304
STL-10,train,804,3,cat,6304
STL-10,train,805,7,monkey,6304
STL-10,train,808,3,cat,6304
STL-10,train,809,9,truck,6304
STL-10,train,810,3,cat,6304
STL-10,train,811,9,truck,6304
STL-10,train,812,8,ship,6304
STL-10,train,814,0,airplane,6304
STL-10,train,815,7,monkey,6304
STL-10,train,817,1,bird,6304
STL-10,train,818,2,car,6304
STL-10,train,821,9,truck,6304
STL-10,train,822,8,ship,6304
STL-10,train,823,5,dog,6304
STL-10,train,824,9,truck,6304
STL-10,train,825,0,airplane,6304
STL-10,train,826,1,bird,6304
STL-10,train,827,2,car,6304
STL-10,train,828,5,dog,6304
STL-10,train,829,6,horse,6304
STL-10,train,830,3,cat,6304
STL-10,train,832,3,cat,6304
STL-10,train,833,3,cat,6304
STL-10,train,834,5,dog,6304
STL-10,train,835,1,bird,6304
STL-10,train,836,2,car,6304
STL-10,train,838,1,bird,6304
STL-10,train,839,7,monkey,6304
STL-10,train,840,8,ship,6304
STL-10,train,841,7,monkey,6304
STL-10,train,842,4,deer,6304
STL-10,train,843,8,ship,6304
STL-10,train,844,6,horse,6304
STL-10,train,845,6,horse,6304
STL-10,train,847,2,car,6304
STL-10,train,849,5,dog,6304
STL-10,train,850,3,cat,6304
STL-10,train,851,8,ship,6304
STL-10,train,852,3,cat,6304
STL-10,train,854,9,truck,6304
STL-10,train,855,7,monkey,6304
STL-10,train,856,1,bird,6304
STL-10,train,857,8,ship,6304
STL-10,train,858,0,airplane,6304
STL-10,train,860,6,horse,6304
STL-10,train,861,8,ship,6304
STL-10,train,863,7,monkey,6304
STL-10,train,864,9,truck,6304
STL-10,train,865,1,bird,6304
STL-10,train,867,5,dog,6304
STL-10,train,868,5,dog,6304
STL-10,train,869,7,monkey,6304
STL-10,train,870,6,horse,6304
STL-10,train,871,1,bird,6304
STL-10,train,872,1,bird,6304
STL-10,train,873,6,horse,6304
STL-10,train,874,7,monkey,6304
STL-10,train,877,1,bird,6304
STL-10,train,878,5,dog,6304
STL-10,train,879,2,car,6304
STL-10,train,880,7,monkey,6304
STL-10,train,881,5,dog,6304
STL-10,train,882,8,ship,6304
STL-10,train,883,8,ship,6304
STL-10,train,885,0,airplane,6304
STL-10,train,886,1,bird,6304
STL-10,train,887,3,cat,6304
STL-10,train,889,7,monkey,6304
STL-10,train,891,2,car,6304
STL-10,train,893,3,cat,6304
STL-10,train,898,1,bird,6304
STL-10,train,899,1,bird,6304
STL-10,train,900,5,dog,6304
STL-10,train,901,1,bird,6304
STL-10,train,902,3,cat,6304
STL-10,train,904,3,cat,6304
STL-10,train,905,5,dog,6304
STL-10,train,906,2,car,6304
STL-10,train,907,5,dog,6304
STL-10,train,909,8,ship,6304
STL-10,train,910,2,car,6304
STL-10,train,912,1,bird,6304
STL-10,train,913,1,bird,6304
STL-10,train,915,9,truck,6304
STL-10,train,916,1,bird,6304
STL-10,train,917,8,ship,6304
STL-10,train,918,6,horse,6304
STL-10,train,920,2,car,6304
STL-10,train,921,3,cat,6304
STL-10,train,922,3,cat,6304
STL-10,train,923,9,truck,6304
STL-10,train,924,8,ship,6304
STL-10,train,925,1,bird,6304
STL-10,train,927,6,horse,6304
STL-10,train,928,5,dog,6304
STL-10,train,929,1,bird,6304
STL-10,train,930,5,dog,6304
STL-10,train,931,9,truck,6304
STL-10,train,932,2,car,6304
STL-10,train,933,0,airplane,6304
STL-10,train,934,0,airplane,6304
STL-10,train,935,6,horse,6304
STL-10,train,937,7,monkey,6304
STL-10,train,938,0,airplane,6304
STL-10,train,939,9,truck,6304
STL-10,train,940,9,truck,6304
STL-10,train,941,4,deer,6304
STL-10,train,942,6,horse,6304
STL-10,train,943,6,horse,6304
STL-10,train,944,9,truck,6304
STL-10,train,945,1,bird,6304
STL-10,train,948,8,ship,6304
STL-10,train,949,8,ship,6304
STL-10,train,950,6,horse,6304
STL-10,train,951,2,car,6304
STL-10,train,952,3,cat,6304
STL-10,train,953,1,bird,6304
STL-10,train,955,4,deer,6304
STL-10,train,956,3,cat,6304
STL-10,train,957,8,ship,6304
STL-10,train,958,9,truck,6304
STL-10,train,961,3,cat,6304
STL-10,train,963,0,airplane,6304
STL-10,train,964,5,dog,6304
STL-10,train,965,4,deer,6304
STL-10,train,966,5,dog,6304
STL-10,train,967,3,cat,6304
STL-10,train,968,4,deer,6304
STL-10,train,969,9,truck,6304
STL-10,train,970,3,cat,6304
STL-10,train,971,6,horse,6304
STL-10,train,972,6,horse,6304
STL-10,train,973,6,horse,6304
STL-10,train,974,8,ship,6304
STL-10,train,976,3,cat,6304
STL-10,train,977,5,dog,6304
STL-10,train,978,7,monkey,6304
STL-10,train,980,0,airplane,6304
STL-10,train,981,7,monkey,6304
STL-10,train,982,5,dog,6304
STL-10,train,984,4,deer,6304
STL-10,train,985,4,deer,6304
STL-10,train,986,5,dog,6304
STL-10,train,987,5,dog,6304
STL-10,train,988,9,truck,6304
STL-10,train,989,7,monkey,6304
STL-10,train,990,7,monkey,6304
STL-10,train,992,9,truck,6304
STL-10,train,993,2,car,6304
STL-10,train,994,2,car,6304
STL-10,train,995,1,bird,6304
STL-10,train,997,0,airplane,6304
STL-10,train,998,0,airplane,6304
STL-10,train,999,0,airplane,6304
STL-10,train,1000,2,car,6304
STL-10,train,1001,3,cat,6304
STL-10,train,1002,1,bird,6304
STL-10,train,1004,1,bird,6304
STL-10,train,1006,0,airplane,6304
STL-10,train,1007,9,truck,6304
STL-10,train,1008,3,cat,6304
STL-10,train,1010,7,monkey,6304
STL-10,train,1011,7,monkey,6304
STL-10,train,1012,0,airplane,6304
STL-10,train,1013,9,truck,6304
STL-10,train,1014,8,ship,6304
STL-10,train,1015,5,dog,6304
STL-10,train,1016,9,truck,6304
STL-10,train,1017,7,monkey,6304
