official_index,displacement_pixels,direction,transformed_rgb_sha256
317,16,right,5f15275633d3eaaafeeab93b39b9d59d9182f161059683753fe98213c01354a6
319,16,right,5887ca069280e9284fed676971a6d11c46b418abebf42a4edf37ba522e84f377
323,16,right,974a624535b5593fd661ebfd6e72f4bea745c50631062f71fb698afb0119f882
365,16,right,f285a9b0ebf0c5136de410a451d2ab17237f79c45339a08d5223bdf91558dd6f
370,16,right,d738aa830c7d0babbe42d2d3a9b74b440d40a1cc812ff2de79be310cc8b629c9
372,16,right,d41ad735a673d8ebebc2cf73ba914f1d4ad40b3699f512db6f355c1efd514b90
378,16,right,7fae2c9a9aa5a1a784c112bc7a251c200420265be6ae3138283928d0ab0a03f9
391,16,right,ef293f7a8df06642411e7202906f8151f705850393c9adabb3ad508d505ee96f
409,16,right,769cdac34ca4364205d58973c8f9ce297f827d415f1c78adc2bd3076af447a25
419,16,right,4a4c2a75125944783654e8df059e9c647bd1a08185724e5e7cbd0dc58cd68566
449,16,right,5c749251be41fe5890618cb3262988b01e9a816d5f02873cf70a6a92186e0f3f
470,16,right,1c33b206a97be766481e59daa8a819c89867b3e27b438b52ede6907065e1d1ad
483,16,right,d374a6441e415e79d6b3d2ee32e6dc2255e15f6bb4a0bbb428df8d79d146e62d
484,16,right,e8171ae043f4f1c0a64883343557576dfac9f47aa1a4db07e804bc0c66573896
506,16,right,d5eaa1c426b7cbe812569435efaef90f65deb9cf737dbfa80460f71d788ac955
545,16,right,d293d70d08dd182669e3693c15a1c86f7557ea63b3194d852e1521dc89a8873e
562,16,right,4c1d4668252b5e2cf12e2ca76cacbb7be06609ed4157a3471da987da6a573dba
568,16,right,05f14169ba7851c104d4ba5c956e8050f65ac2c75f9d3117d824caae0abfd472
603,16,right,49141e00d6a98f0c6ae01eb374504ad18b38952c710cfd2c99964dc5c049a808
632,16,right,a0844b12600600be4e5e5850bd39379e0b637babcdf2cc6875db6611b45e94d5
645,16,right,cfe22a2f68efc17a0695ea0f167877adf802cb9fc8dc574e6a74a1770ba7cecb
667,16,right,c7665bfece97e6c7cef850d64550844900daff8e8c003dcab146d240c4649da2
672,16,right,6ff9a3536a6fd09da47173e56277d7a071cc65634d09583f57c8a033513bd066
677,16,right,291ca74678b2bd61d4ed6f18da9ef1edd99324d397c77699f678950dda18b5f3
685,16,right,2d6017fdac5569657deef1847473ff5864474997f9721f0d36294a981eee421a
691,16,right,12e4989ffad16c4f0dfc177230524131fdcaf70908d15124829bb1dd6f0838db
706,16,right,7e50397ae919b7f3953a6606c31a9682ccefd3582fd942cd2d3ae5f99f0a71f3
714,16,right,8cf4c15ebede3501d6928eaa66abde73967f73c987b2c8c969bfeedc0567ba1f
716,16,right,56bc5fad89caa4bdd8307a60a9d74755a884d3be02b2462f686a6469d923a916
738,16,right,a4e57bb260d17c8bbc7a53b255156869dbe96eca65c780763c3a41f0dca5aec9
739,16,right,6e4eb7dbcd5c7af12d461a073d898bc9f749d4b4550193e9ca3006ee0a2d4fe5
766,16,right,49643997defe1d419600c43a95034b5ea1dc84ea2ca08495ef7fe32859a069b7
791,16,right,80a97fd98a75b458a24244a5afa667a40bf85703706b375c493f827b91c6a7fa
805,16,right,ecf4a771990fd2cde48f2c05a71c256eac26918fe8a0210e63834c64185e7188
825,16,right,817ac87338709a64a113550700f68861d2eff095bbfeb7f586e34b2686c1ebf2
852,16,right,b351a042447849a48d1ce686ec602dc953e3682534a412ae2607d13346274776
855,16,right,2877dd96749f4272c37152c94a01aa2fcf31437265e0201ffc53faf089be54ed
873,16,right,3eb7ab987bf9e2622fbfaac41e609def6e560d3a5c7f07b551e9030c6e9ae4d7
890,16,right,7dc72c0cf048ac48797bbd1167378eaac2aa29017f32cadb5a830b43be72a327
920,16,right,3fe0a1f3d54f6f1f77c8054d755b074aea873bac1c5cbca8acb48a7e51905ccb
929,16,right,52991bbed7a9d01ee8324b39eb73c244ce000e3280ed45435dfc2b517bec0715
962,16,right,99eda110368e9ab8617a387772150898735de657e8b08a04e3fe5868b0c3a874
964,16,right,2d1f748713b3e738027297762f3a1efc750ca771f065615f8e4f664ceb543014
977,16,right,01852013a714dae661fcbce5b22b19807ce9b0ccaae5bff54690d48f9ba0166e
979,16,right,5bf1ccf1ec1411c24ad8980241ecd3814d100757bddc680c996eec6db54166b6
981,16,right,161e9dad68598184e7776a2b245b6331b86c803148ab99cc29748ec7b9650ae1
1022,16,right,eb6698590a4cafc2d41ee7b1a7f4f00e8f7706bc9ceb7ed078ad608dccd0bb58
1032,16,right,80173a39a0b4b78f7306582bf7ffb5c5bd87db0f841d722afe7e5bd3e88b8206
1048,16,right,418c588e52d33f84d9550073ed31bbecb910647f35b5d94496a7fbdf1973b757
1090,16,right,44b2fb70422ccceabef3e2c5e320c64d4f6cd5bb7476c21b0c4363e8499d3567
1095,16,right,8065bfa90f23f365f95bb102daff034bccbaeca0154a508932fa149248c09ce5
1109,16,right,41d78ac89e515c8ea5bf34d1888e610055a0ef5fa13095cd901d812968a7c6d7
1111,16,right,db9692b061c634457209295633c2e061d07be2282f63eec0b28eb3a24fa5445b
1115,16,right,7ef8207af92fa102f501ad4d95d2a01607e992c5a58e634b6e578e649669238c
1124,16,right,5461a73557cfe261e0cc77dee026d6371c0aacd866436950c369e16205e84032
1129,16,right,c4f418e3b691ebb19fcfcd02f40fd148b8260b84f0974dd6dc7cddaa39360ab4
1175,16,right,8e993b741781444dc28ba197adfa2a3f7269470130d36ef7343c24a5ce0f3942
1202,16,right,bb447d58816bb92c4f7675060e231c70c6edcb3d5daa2558cdf7d62a6d5abf52
1204,16,right,b082b7dd471e23f01443dc80592045d5b713656b47f8f1c787c69061aed239af
1211,16,right,6cbc57f4e2d857f9deb6af702879b4caf4fc896f4b395b87d79bebbfe3a5e091
1220,16,right,e10f99dcee1bd4856b87704e1f00ed351be714251d92fc1c0b9b29d1294f548d
1230,16,right,3f32b297e98bc6f55b8e60f2e6353edd0d98896fb9649c601aabf0dea3d45bfa
1247,16,right,27ebaeab562ca489afa068a111ef137733f76683a217fa32759160e43e337d2e
1263,16,right,0416583c409c92da59457d2c0a1f9690215f3922316f1040a33e03c8e31e2cc1
1266,16,right,fd7ad292417c23c561be2a89f846eafcceebe7fe12adc5476be1da210c47b1b2
1287,16,right,88c076bfb4b8ff14b78e9ca668f19ede495156cb1bfa78100776d562903b6c8f
1296,16,right,35be281a5f87f0279376aaf839eaab6e5c50fa766ed8d6c312ef4a04b2ff0b2c
1370,16,right,3b71e0b8309d11e2d8fa682b2b917b8a4876f3678940b8c7730ceb96f4b44e69
1389,16,right,eaaeaa38473a03f7bf5aa9a53f8fcc1f1b8e55f8f4a7adf11bf4b14276aefcc6
1401,16,right,711380dec900062109818b1fc68e18250de2b022af47644c803abe7d2d9b88f1
1403,16,right,fa74af7638bf311a4bcf0973a5df9379234c0e48bb6ed6314bda6db7a4d8d610
1411,16,right,f545df9ea51ec12db78e4b80ac67a2ac1584bf5fd7aedab365f6e7c9dbae5be6
1429,16,right,4dcbfa78020837e316e7dfca8e0bd56105f47809b3a607f588deb5721c380ea7
1430,16,right,665e3a3f112c0025ed13b42b8d94b41f26333848896c284b652578c7a77f4c6b
1431,16,right,974b193b72a39ce8c78dca9d46c3f8d02256e5f248ac29b9c8e2f96936f03d3a
1436,16,right,a1a6fbffe8f6297aa63ed6945d3746d881e14072fcdb6476510299154cece2f3
1440,16,right,fce772812b4510b4ae859c085f6a0f59cd758b244768f957a51c6e96fa85beaf
1468,16,right,10572adb23b567b6cb6b5e3e01698860c408f2850f4bae6b536514283df6ca01
1473,16,right,1bec5de32430b37209b2241e6f0d42032ad6b6b860d28aafa7e52ef8c5d36881
1515,16,right,971ebd48573432620ec9331afe1883f3bc65d47b4f7a3a22bea9f16b13f6fd02
1520,16,right,8e1696b3be20ea9f0dbef0052dd9604c636fef09970c3ad58bc6433334ca1cfa
1531,16,right,af75c90480341c95ce3992f5e19ef20465e6445b722c205107c8d756adac1e79
1534,16,right,7c3a62da8231649607da5af7fda8e1287788a1c7971e34fc18658f735865aac1
1552,16,right,1ad005b943f903006c41e9b143a4b15ee66978258dc5cc97f903b8b3b147a45f
1553,16,right,97289721a3630df68ab1820656ab62e29474bf15060751ab55b7391d4fde318b
1563,16,right,9c3e4c7e4c519e83e9e78fc371649c1f8e1c439786ea60f6cd1d28d5ebaef47d
1568,16,right,3ad7772a5fbb0e20418d7e76961d28652b0a115fafcb946dae1174b919a36ebb
1579,16,right,9485fae2060faab921f7e2a0865da19f2a585d2f01e389ca289812e47e49349e
1586,16,right,29a0fcd8f42b96d9d5861d4f261cf5314a9dbde4ec1aee1dcf5a682f19e66157
1596,16,right,07dfae1ce16ed0db841fc94c2758bc7a066c17c6ddd2b896d04213d3264d0c18
1626,16,right,a69120eeca415f8f47fb4b3f2bbcb2170fe5d5e0947b3ddfa1af6950940e8148
1640,16,right,4d8fff3c333053d37d7e85c779c015c85bf7d46b8401d21eca71a3a9fa262c3a
1644,16,right,959eb6218e9312c6d45cc73996883ff81aa68a914f6b2ebbc86e579dc917b7d9
1648,16,right,473013568de2019da4442770bb3e8c3f09ed7551f18ae78639a5e7f19b72658b
1654,16,right,cfd6a9c79762e1f123b9c87441a559f6b75849dc451192ef0bf5694259ae1228
1667,16,right,573873739ee5a6b88d02c9a206ad4e2a9615c2ecc7ccac15f8078f3dbe64eb24
1703,16,right,8f01813208db560b9329e61c76a8ba94f9ed1c6a879efce50fcec8edbd896f1b
1711,16,right,8f977dd796fc35cfea0bea5a23a8c4c6323abdda881bdfb2160080d313d910f2
1771,16,right,73c9c6a220f0c54c7beb4aa75ad257566dd6898f77734337390935e171ddcfe4
1783,16,right,2471ff3a837e362600b6860fe4cd0855db18d659b66f4aa49431a0d27161d6af
1814,16,right,33b8ca1d90b8ed98e9de0b506a627e0a61f2b4b674b0e4573c6ff54dae6bc1b9
1833,16,right,d1831fe422a3376e1737b9b5b5aa8f767c6776f2d53d877903cb651284c66332
1836,16,right,552a70eceece70514f5323318ab7e4e843c770512949610e4ed75f3950cc9913
1839,16,right,037f598511acc581c7df2d87a728be0edf1562cde561ab8e5249d2885eb6bb63
1852,16,right,503f735d1e074553fb2074d4bfa51113fd29269510b241c272ab2ed986f772aa
1871,16,right,8c5df1ab8d7134cce2e85339a7ffb1ccf93f11ec79b112e97fc2fc8f088ce4e5
1877,16,right,cc72d85df3688d8fe6473b8d128f2c722eddf6714d3a09066f09f9a2cec3c841
1884,16,right,f61a0feaba1036d6728742603dd7c8035adb71f655945a4a50719f8eb6e8076f
1927,16,right,bdc633bf12a92577d33c7ce7c859be14929f839ef1c77fed3aab066f6c749a96
1954,16,right,53861f256a7091bc7ff4ee0d7113f9134f3edf8d09b58e910ac75956fe3935f4
1956,16,right,a8dc190a65f8b3fe9d9db8a1d5082749514d5456d346ee1b92f8dc31ef5f121f
1960,16,right,7a1060f774fc7f29baff59ffd1a2154d8b389b4cf8122e038cd59adaaefc602a
1977,16,right,2f3a4c879e6dafe0d270bb317d715a9a00184fb4a05a6ab4f157a83a70047887
1986,16,right,6c3e0be617d55c0d5760569f826c40481a90a1e37604d1ce40baa40c5a9518a7
1993,16,right,8a73d1e26fbe5d7cb33766853c76d16d873787f4f3a40253d4af7b0d91ae6464
2003,16,right,94016d76406c8851f917e6cba3a3f9c0202e77d0c3884e30fdce107c92e233fb
2011,16,right,c9b3aae50a85aaf2d44ad19b046d622921084d853fe31bfc45d7ee47f550b9fe
2024,16,right,d5d45d75a6d4a579bdcf515a97a2d192b832735ba39a7de54913a7cb4a8c8e33
2028,16,right,49b23775077e16d216ac95b55039835caee6844bb4f92534e7be30c6e1b20627
2062,16,right,6292075f438ad383fa5d947a5be0f9aafc9b6d717bd16c5678bb306754242b78
2070,16,right,32b2abab7d877fe406d1decd8c5b8a31ac8a24f41ef01999b938af7666a82aeb
2082,16,right,944655c4d0fe7139e7f9357afe238e52f6939bc88fe0a9f554239660a4f5bc68
2095,16,right,05ff5715a37f0e822b314252bf722600e726a66b9e388238bc85b362f6355481
2109,16,right,69950157c7caf424c07f503415fba178ac813cb980dd83afac9c700f679062fd
2114,16,right,dfeeb69452aad28f5a1c95d77eaae9cb6dbcc00470ba5a10403799eb4a4ae649
2116,16,right,0a8251f23e4b16cf3fd08f50e2ec6c8522ee4fe16f308633b5e7688261d33184
2157,16,right,02b95c030e3ed456193414f3114eaf7c27b9fc21f2302f41c48e625d1f17fa3d
2167,16,right,32fa4724b84e62bfd145c67bcb6a20135393823cc7fdebbe4d16b318269145cd
2178,16,right,9eed9c3d6e76761179746931e216d6643f5fc90cfcbe1815d9e084cf5d966176
2191,16,right,711ef693c690a0f2ef7f11aa4ec2d7ee8e5bed446ddfe3ccbab7ba43af09655b
2230,16,right,6b4f4f0b42e5138594bda1d78b51c5f6f55f0f70bc022e20cfe67cda4e19c33b
2242,16,right,d16e3a8cc92ed247300b4042642dc991426da20112e8c5b293e77cc19ca14053
2265,16,right,6fc73f7a738f322736605885307e4ff93d049c6a3a56effd00d59dd0aee49092
2268,16,right,0d6971d086a46affc7a9655592108d53bdcaa21eb1293456911453d0231197ee
2291,16,right,10553025588072927ea73278b8fa772ff938b65ed9100d548f02898a7d19f45b
2334,16,right,7d153d589a9a3efd4fbb5db64b7a37e12464514fb2f6b0d02fe60e05e37fa3f5
2340,16,right,a1afbbb75e8d65e06bf1c3ad8bbcdc43a69a2a37b8e5993003efc36182eadb66
2342,16,right,441915ebcd10d46897b0ad3c90c492432b4bc57042444f2e7e549a1dda75096d
2351,16,right,0bf99c753cd0afd828564754d2a654bcaff13a0324a770ab45a242bfa2e058cb
2391,16,right,856afad76b2075b51a6c12e0d96700891983d7760483be5e9e3e24cad23f4f58
2392,16,right,13bf7e775097f1e1e0d95af0792046505eb0c8595043ec6485e3ce4712be11a7
2399,16,right,516554034f528a08567f3b279e9696eefa32858fb5e30a38ce7c62ab64eb35c8
2414,16,right,d480b164cd1fb183363b6d375e8728903a4826f4ab4536db2785f39cfeadb2a0
2427,16,right,a3fb24d4ca68ef17d62e30b38e3bb01af185351f10eb14738a98caa7b31416c2
2458,16,right,d7b54ddd9a5da6fd38376dd53aa060dfd3e05207221cc850132c507b9029118c
2501,16,right,4a6984be5c8255ff2310fff2c50f42879807406e9b6434a80725da6deffc89f0
2502,16,right,1185d0634edd37cc8487f93059d6d3aed771ed4a9af1c1289d53314dbadf76f7
2536,16,right,912d27f4185826d702c898620df39335d50f1fdd363f83b5c535deb2b66957b0
2539,16,right,58bb3fe778d87b0279a6c75160da4988766fe44d56bed8c058d09ee44844fa2b
2610,16,right,956da3095361ec536e7f0c52705eede7742e29c20b3c542b536a51891c358dc9
2623,16,right,3bed531fcc43bdb222458748670c05d40cb900eda5f8792b40dbfbb621751c66
2655,16,right,12e42774cf2b8ca745e327c93cbdd62748896c2b33dad438b6bbec5fa99d0dd5
2668,16,right,aa7817cf42c5fe73e53511b8fb13fbaa0695bb607abcf52e88800d529b278e37
2676,16,right,57c85054ecafc425ef54675689d3c74e665822416f3bce66bf7c00526f6e3a48
2687,16,right,edf3d21bc4dec0bb346800069af4d0786aa572d15da59013a22ca4f84c4ffd9e
2690,16,right,bdf92bf9c94f49390cd162748ce0de5f28df682a2c6d7e858a1fe902ee57e7e1
2704,16,right,3291dc719ef9104848aaa0582d877de0a581cacc46480bb3d05602830dc234d7
2745,16,right,38d9d231b7e1f559ab191a622c98f4a4094ca37b66370d5b997388ff48789c0c
2746,16,right,6f0f2c456eb2d41a08451c2d90dddc08c534f64a2da06f176b9a3b6238bcf675
2750,16,right,6dd52d5658071b28c92bffe2518cdf86c9480cf385f8706572ebf46ca26955b3
2754,16,right,e9d17f5dec69480bf60064ca6a6471f7d5f40a14ab2ad4979099e9769b567ba1
2757,16,right,c384ff2286261a7d44d8c0c5b0c1bdf4bf1c3730afd5454508abcc72b117825d
2766,16,right,6e702b2950b092580b4dc0a543f3f1a69a44f785ec7afda51e7c535f58a7119b
2807,16,right,18c4bac57b64239a1881d0302bc58affbd00c0f1e2dccec60ba7ce9f1d5b40b0
2844,16,right,3ec877a6e0af96dce4985a7ab9fb40a899c4ef6f048a4af61aa55c3e631ee65d
2854,16,right,02a110bb98753cc3423eaa95a931f136c87d8d969dda9a8a6a040b1bb0f9ae2d
2861,16,right,93b31087ea429da462f765b69664028ff0a95f53102a2aecb2f90633a1788c0a
2888,16,right,bd2954a2318fd450e779b21e71e15108c38f246463094a345a60424189baf137
2898,16,right,e806fa8acf939f87fb2a7f2f84575bfab8986a4ffead37c30441e1fbe5b40dbf
2950,16,right,141262e039343ecd63f541bb2c9ef0d2b491048a19537f15b484d68ec822749a
2958,16,right,dc0c1e43c5858f3bc953e2e34fcbeb22403787e36d852718d6b399ca0fad3ad1
3015,16,right,abfc471c08032c75828935ed7780413b5ce796c1497374e01428822fc8a0fba1
3024,16,right,8839adca118702b57fb4bbaf78fac620e3b7b307fbe70e3e3bb2aaf65996c55d
3025,16,right,42326212dd9a975771c046d99453f6cedc77eaa1ece669fe46366e1a7b923c7a
3034,16,right,01b1eb3970cdf8e6b1b518b6a166792b0031ce5038c928ce7a0f845eb319235c
3067,16,right,435552aab1a0a95083e8eb9d07d49f147c2fb9af4d4ff0255bc1dd2f8a09d87a
3078,16,right,94f69b091f30fd70d740c195334cf0d9ec14431297a88a0ad2b80e3efd6661cd
3079,16,right,b06ea936288ebdc970449f5cc6847a98f101f12e115cb126d9d1a376101a8416
3083,16,right,983357409dfbc18b846506097269d45085dff0481784c00f98963df92db66468
3122,16,right,490c4c9a153c367ac271cca08efc0baac48701211b364d03fedeed7f164b9958
3153,16,right,78d4e13ccd803d6d3def468ba41dfe4a8b396034b03ee87456a60f3f50b3d246
3157,16,right,d87c0a03b2b28ddbc5a9066d7f6c63ad404f672039332163652dba65ffec6101
3163,16,right,69e9c53ad0506c75551257b2ccf54a61ce95826e1a1baee092913be568850f1f
3179,16,right,f00be41c7c60d80b3821d6348b097f69f22a24c01cc58719be16aabbe0cf3817
3191,16,right,e9c92a3d0f3ae5184ade36c04cbcff037c90194131ae3ca946db82f85db9cb83
3276,16,right,805139a9f9b393b6e1629a90a8ba13dc24baf9dd3738f5814ff728ded204f2b5
3287,16,right,2c3c6cf98287907093b7ce8f6bd4996cbd185690842c7837f3f3dcebfebeb34e
3288,16,right,c3ff5747e137dad11379f5fdb0b9f12d0fa0a48f77860ce42817499aeadc866d
3292,16,right,d7de93319ba6698b48aaed8b313a1f3659472d63d5e03979f5fe3b0004f1ae07
3318,16,right,109e410123be454947546698bad7ee0a00da47e68fb07e7973a7efb1fc75e563
3347,16,right,6dc17e8de9eb5a49dfa2180de274eb9d313902bc2ff046b05033d8d612c3ec50
3353,16,right,9e2cf1342ae9d8274a4dac068b3d433b4e489a5eb69207ee2196f3ed8f4b7953
3362,16,right,fc991b592a56c02e516eb8efda436fb978516236395aeddec8d641980b6c7964
3365,16,right,90bb19575a77b210893152741cc0d47b777ef58db862b58d73d71bdbc751e74e
3375,16,right,e7931d568c38a8f36d38083b140f1eca8cbffaa310a5062d4a6b8c96839165d9
3383,16,right,c526f2e4251552b95ef4e515a9ce6908ecb3a0ebcb7962835ea7e739cdce3777
3404,16,right,c51a3e783a97a0eb1db642039b54e8201826d6035f49bc072202a438735ae6cf
3412,16,right,d9cc8a33bc9e8fdc0e69c7d17ea89848e04af4d25343709a4835f44c9c3a7e9c
3413,16,right,61baf033bea752116341e7599a63911f30185d81bfbf12b27e355471a300361e
3418,16,right,88bb66c111f242551363c43498fb0c92e948ec60ab3a7d978470a1a08c1d8314
3437,16,right,310fd359fab3801fd06d064c0296a45431c211163ebc7b2e271afa1f75a15b96
3446,16,right,cc318151d780a46bdc4b5f93b5dddc017936ab2d00fcbc2ebc03f27758d09e2a
3454,16,right,31d8ac21a37b660389eef8a79ff5b74e48241e5c30d30c2b5ec9fe7aeb3664be
3455,16,right,3258f6d502ebc80b19b8d3137259903649179959b2fbae8f9d316aadaef85328
3458,16,right,75c04c9789394ba067b9e8eea532cdcd9fed0dfda935702a7fb826182a091e1a
3467,16,right,d8abe5506624774ec20c05f121b60a17a0b33f91d027f82ae309b0f334f6cac5
3491,16,right,487f51ed93eea2b59e3a4904ac2b9163e21bf7b28466ff819854814375a180ef
3494,16,right,a2e4b8768d5e495908d38f855598610f819b1454d7029b02f0a1a8df64dbf37b
3512,16,right,b663c5d08586834fc0f62c65c8615f9558a0b3aabf83fd76f0cf5181f1417c14
3515,16,right,011b15cb829ab25fc17fa6ed07c5fbaf1db47fc45dd22e69d46c78e3a411be9a
3542,16,right,6122a5abe1c02938db8774184b7d037c89edd90180d9716234c68b3ac2c32b52
3550,16,right,89acb4893d990fd4399f650404080327ff85f4ccccad6795b453fac779eeb23f
3562,16,right,b57921e349c0b456b1720f0bbf4672baa5027de6689a24c534fe1eed7a2ab87f
3755,16,right,0daeda77b6ad2a10c4a282eb7d7f72fe0e1487042ce05174770219a977cab253
3763,16,right,6b04205f2ae91f81d4538b7c8b8377453b95657daec52879fe6fcf5f957b3c3c
3777,16,right,28f4092e7f5b0ca25ee5032cce13e00a296ea89a02fe1f402ecc668ea337e431
3778,16,right,2dd8cb6e145db347af87bc11a717f92ef2deb297c33a599f82a66a8aeab5120e
3779,16,right,918b6ce8b9415cfc5bda996441617d2d3b3bd9ba88a72371cd0b30139e97ace4
3844,16,right,54ab0c3ceefbe4e74ea115bacc8a96d338f7bea1c746c3359cbb393f4045245b
3851,16,right,7753f5e01faaebeda8b0d63cf8b0494876ff7f5b7ce5fb5f59374e3205489543
3852,16,right,f1fef1fc0da114a86349a125d588508cfaf72f8a2fb96e5d3e1318ac57b12efc
3863,16,right,5daf0bf2235b1a4bd44f7c872174a3ba5533864950ff50291e9d75e9ecc6bf0f
3867,16,right,2e98961e80eeb4c9bd0b04d5f420626d405555c49b138f5c1660d55fdf74bf69
3876,16,right,ef73883eeaf7822f3b417f7768db3ac10e9d14417f4342b9104b054b58530c6d
3889,16,right,3bafb791841e8848bbf7e5a55ac82f558145f1e87ca255afc7a5b051e3ba72c1
3891,16,right,4c26ce244d5f6d3fa0eeff760380a362b41abb3708974fc9679f975d578d0660
3893,16,right,8531bc55476d5a22c9ef5b6e404a98da0697a5e2e1ac4d80f991b7025d055379
3905,16,right,71729d7ba367925fb82bcda3ad5e4fdab1707f4b0242fb7e2709bc8ca2713b30
3914,16,right,790fa31a10f864047a1ec55f98b2cb212e524d4994e34e2191dba9992b657b44
3937,16,right,78f994f50386e9733b04c7efe59b4d933b0c88e491bee14ba98825ca043f8a19
3942,16,right,8eda1d0f83edfddf35e99b0cf6472178ef64be17ab06b2c2b7a954c4cba52cc7
3948,16,right,32328964e9af4f053e65a8e3d814aef5cb4aa68e949d56312080bd3e7ed5a6f5
3962,16,right,58bf62b6223084689a68afa410cc519ca3e4403e6f27005dccc43db46d4b6210
3965,16,right,4cfdecbb732c5f22cc8669f93ab80df220c025792b588b2d68c9045ba223c316
3994,16,right,e340bc94ddfe921b3b4fd037e4a4045cf1ac13aaddf7187be65d23cdcf19e856
3996,16,right,63bad58252492e75a3a3d50077ad158125322fc2d7ba1820f7c916012b6e00fe
4011,16,right,68999eeadaed44c63d4641bb11b4cc294c2b4a8dd7652f294c598aef74c3f8c1
4023,16,right,a0139fcd24d0083c3aa32c14f1bbea2cb9111dbdb4c4a720cdad2c007109aed5
4054,16,right,021577662fb6a8d9d9f983ed9068bbe105c187002bb81cfe491205c089b39436
4065,16,right,b140671d5900ecf09260b72b32d0c63b0d4bd55c2dd6c62fe27c9edcb564700a
4069,16,right,27220cc13abdf79ffc5693505d552c071fbffb85db319292c043f50f1af132c9
4093,16,right,29c8599d77f0be6da28b13837062a75ce8bf01e37c059f3c1590ef647682b4a3
4094,16,right,cf4bc44c138fd34b7c265d771561e02d93362eef95dc641d2dcc04f6f3faeb15
4106,16,right,1c6e37fd65db0abd80c87910c2c72855e9a69920b56abf8cbad58138e96b7f3d
4130,16,right,56a8754997b32df64ad4da918e9d1de797541464a85b5ad83f468690bf0d6778
4168,16,right,ef37190a255aac5554581c41cb5e40de770092f2fade273725f9ef1b0de4c631
4170,16,right,c8972e0a5d04744e2274e47cf818383d2b6449b606869493b29e128d35a7c0fb
4172,16,right,eb3ef15e2156565a3c93c743c7a58dc144cb24e9fb09d27d14f08a050033e1e5
4177,16,right,77bf74ed2c5fdaf77d87e72900aa1b7f2327d9885e747a0e36846c179a794317
4215,16,right,f33250a55d89d1afee0f3587c3d012cd142a046a3bf7e385c2d8ee175d13fd72
4229,16,right,9c19fe137d1483804e65791deffd1b69fc8ac575a90a16bdaac003259c5d65c2
4236,16,right,7cb72428312d8bd98b3eaa421232e05b7ebe9b16bf2e3db79da37646abf7d0f3
4242,16,right,efda9e2d1a9c20fd2c8ff2002d9b22ed6579b0f1e116b8afd028dd7285cc01dc
4254,16,right,6b4ebe213f9cfa8a8501cf449516a9bb6f33eda6cefef5d0fed8aed6eceb7ac5
4290,16,right,50f199f289709b7fe241069d2876239cca19d95839dc3c5e7f86cf7cf0b462d0
4298,16,right,3ddf269413fe87a4a3080d8f2d92ef83c6a5cd08a3b97e9b1352e75daed83ee4
4308,16,right,4b473e07d322475c65e1b7a5331f089d07c48c537301af6939f74476d2f454bd
4311,16,right,a0176e712c69ec25bce3a0aed98ed07ad8d2bb2dcfdd84e247af9e01d2049945
4323,16,right,90fe6785d49f903af9fd0ec63db7cc028bbecf1181ff0224deab589e0fa1b17e
4330,16,right,36bc0909499f2018887ab6352321100a7868d1f9dad13983fdce215793a8955b
