official_index,displacement_pixels,direction,transformed_rgb_sha256
449,16,down,12bc160287066e2fe17f5ba71f6f8f37f56eab3c2b1be4779b5ec6ce54b50594
470,16,down,7b4b906a44afb8cd5ce1499290252108d6e9d5b2641cacc7554f63946917ab10
483,16,down,a16932ff23ba5d304f0aa34406b80c340a28dcd671e76dbfc6e515a2e67ab847
484,16,down,b63b364c84e7f24e950ea687e5393158fcd80917f2a542cd36a09f8b81662239
506,16,down,1391937c1ac0269b07436efb3dd3632f8ec5f73ee24ee47b7f90821b4b5409ef
545,16,down,48aae434bc76bf46d54716e7a4350a95f94ac561ff9a57ee6573c0c4b8f51473
562,16,down,6c951c408555830f2da285bf7fe30d68704eab8f5b6490182dacfff7f53aaf23
568,16,down,28e4e7ff3969d58d9e1b8404a10594ca8b51f3efa584e37006be2297f1c14ab7
603,16,down,b6acb4f29e9fc208df493b35fb3582af6f1c5127a6c58ee1001d0e991a317204
632,16,down,2a56a39cc69a98f8d30fc82caee7bb44d62331ce80f40ebd38f73dcaab1fba8c
645,16,down,f7f35724c8531d1af54390233ed69bbba54771d2b0fc4eafd6e6698a92471132
667,16,down,d38db1994d444be7cd1a02b5050c5d50b94bfc0d40edc17108a4752d78789c23
672,16,down,1f8ca08f1fa014da97c4ae0737fc3cda94e774f0e7c95e14623d18793a912614
677,16,down,737b90c848f17e41dad0efacec7eeb921365b880c1efff4985c7e4ab3e986df8
685,16,down,e8f89cd09f60f96853908b5a82728d3646c43c1d1eae6c40528e80eaaff6bd5a
691,16,down,f972fd14d5ab31a4159c7787022f9d266fe20e84c0c60dec5b62b778595cfc95
706,16,down,8c719c52506fe0d5962a578d4438d1620893488c600f0cc7a56dd325223a61c4
714,16,down,ec5f302d33fc81c84519d79510403667480a950af7c4d41c8f41270f1ae07654
716,16,down,0e7fcf87add49690e3be22bc3c02e32f71090b2f343335254e49082b6dd79bb9
738,16,down,541c4fc44da9b1f7f143f17b3a2e1a45fe1a26e908c1c9f241a3f7dce620e35d
739,16,down,a0a9ef5ed280ec86b49cd7c58ea93251a6c1dab25e6d6b997e349d3fc3fd9d30
766,16,down,39dfb4e1a693f3ad12e4e414a70302fc412779a4886d146697ae76136253bb6e
791,16,down,5545a306cf803db21a215a40358d7f641c181ee23cdf4ca3b6e48b506da12ff2
805,16,down,04dccdef31959653afa663d72cfae1ffe4db15e70d93d0162e34a164c3990227
825,16,down,41bed7feed7b861df46c84b0e77e4d6374fae4868d7028c72b41a70137cd2886
852,16,down,0cae7b4e6824e0a755eda73a130298930fa769a05da52fc3cda8abab3e501fa9
855,16,down,c94f7d3dac9a246b2ee74d53abbd46c83640e61832487df6fb87d612e1b7b0c4
873,16,down,c3fc16fd97b273be811fa5c8aabcf5fdcf12f646efb80958d1926f83883d3eb5
890,16,down,ab3392d64427ed4a48e8544b47adcf4c5a65491457d9ba1c6bfb5c1a95b65066
920,16,down,0fb5ed911a4ba1abf85f4e5a5031d177a770ddcfdff0b0f68855df1727f967ed
929,16,down,a06cf073bdfa2713099cf5d34587777188d9767934dd891599a027fc15661c73
962,16,down,898922a6c41ccab5654760905a439518b0f4b7675f19ff63c8415c93888e2ba8
964,16,down,830e7963b05624bef09079be76f45e124d3a21a7f80cae2eeac4981dfcac9f6f
977,16,down,a52573e54f74b03cba00724fbc538d0ec0fd3bcd851a9bedd909a8bebe8c25f2
979,16,down,c0715f858a3f44f9cc1d0c6eb1d9bf37037512dafbcde5a1efb68abcb3baa4e9
981,16,down,8c7939b9dc40ee6be216f51532e70488e2dbedb41ae84ace25273820a7bb1594
1022,16,down,5a9e653c096ad606ca7213bf4390f671cc182a422cc032add4e14aef4fb3dd90
1032,16,down,df11f052e1766d7475d2c3f025bddf677c60bba4ca7938d17851d4ef96a985f2
1048,16,down,8b8789f1738280929beedac584d4009007c12834a354c4b8c72d399b8823ccea
1090,16,down,c7b880bd94c048a59ab7a1ebfc9d0115bafebed4ade5439febf90487128b11a0
1095,16,down,ae6763094076d42481cb70c3d1fcf493f9751ed99c49e503bfc1632a13b0f566
1109,16,down,5ea029b8c06301d68f75047d918edbe20cf1b28ae61fd0667d8758e7db3f601c
1111,16,down,99ecadb68baff3037299bf218d906a31e9a285921decfd4698d158e323d1212f
1115,16,down,40d697f7be148ecdd28b1058f5578f14a4c215271fc2a44be1bf5ea43da793a8
1124,16,down,0375284121c0063492411e956d1ab33bdd0bee029d465425d0accd8d78c53cdd
1129,16,down,19da0145f29fd93df0ac5ba4ff4f43b202c2ecb39aa7b70df4cf7cbf4eea40b9
1175,16,down,6fefa41f371fc00403fdbb964f1524fab6886dd57a45cf8fb58c4a5e533f91e9
1202,16,down,d16c7b0d912b002d26887389ee827e76ecda256277cd4693dcdb389a9d98e52c
1204,16,down,a1bc85862350edb58b5ee183430edb2c80e130736568821e906169308f2a2af7
1211,16,down,b5363d8f1cbf6a8f436c2d92732ce83b941f922ab99fbacb1f5b009f1c11c469
1220,16,down,cabab89b8b53faa33d351fa1aa5f75068cb3416317ab8cd5e5de7fa5c34a6568
1230,16,down,09f8ba90cbc51d9448665f2d6269d77787c2df40237b4fd5c955af73af1f1c9d
1247,16,down,2fa1b0023ae6efb0856b87ff2ccb29069f0abc7eb726bd5659321cc812c6cf78
1263,16,down,bb9e6519b61ccbb8583e2d368e6f867912cccc8b68dbce3234375051436a7d37
1266,16,down,30c3eaae3eb1205100cee4642c06569aea4ba9d239e9c4a34d20cad67bec7d0f
1287,16,down,7fad4b5a3792ceb03d0b6f1404861082e72d33d98bd9e55e6d7d3d06f818b5fc
1296,16,down,03a7122afaa5c39911606a6029c3e44a04a78dda448a86f47c641777678677e7
1370,16,down,85fe216680e03b0e99a531cc92048db45477ded007ae54e7cc0fec15ddc5bc82
1389,16,down,449b2381da0a4f7247323bee67f124c57840b3516a0918a00a7052d0f97172f9
1401,16,down,28dd293d5174065ead2492a73abec3d0cb6c9557e8c43d99a96b2d34c42ee42f
1403,16,down,7b63b5824b5b4f9cff8fa28b72bcbf290a82df7fbf9fd85dc96e769405e8c96d
1411,16,down,0f35ae972d2df24ace630894ab0b7d0addd677d6b25b8b921e040ccd748f6aac
1429,16,down,670c288d78e6d6f901b4ebab623b1b3b3810a2b335999db966c4c204e3a34951
1430,16,down,75b72d1c38737fbe556278297793bb3f0ab99afa4d948e2665416e206ba0f403
1431,16,down,8d87ef40dd186773298a850f9c97016d47252111cc0903e969c1567a5cc0f62b
1436,16,down,bffcd37b9da2b8389150b1f0713228eb84c44033aa4914d74e7f14d4428fae1d
1440,16,down,4a4a61cfb9a1d33a78661a44a69a26232d0d0ff3153a1f708ee33e891c2d77a5
1468,16,down,e7e7a6035b55e2cade85857cfb0e40e72be0ecc49ba0537b380ef516e1ebb527
1473,16,down,41ce49b780a31e5dc8e87f077dfbb44c31a564ce01068ca548baecc88683b747
1515,16,down,24c0f772bd327f7a20160b312dc116857b1a90eb1197526490f4275aded1b927
1520,16,down,9082f6426bef723d4b0e36788c3de0f53680fdb24e505e873e80c19be794515c
1531,16,down,5e464f60f2a4d454edc2633a11771e0e45f3735c93e57a3d956773ecfcaef9a6
1534,16,down,2be6ddaf2d1bea0e7f9bb685a4fffeb8bce70ba12debc7680fb8dc6d42a26454
1552,16,down,7e3adf1f56a56acc6aec02169f30c061d1388e658f97058895d334f56aa72bd8
1553,16,down,edc530e7749f936a6c9a55204481624ec646f4d365e21aa076e51d4c0cfd8a36
1563,16,down,d20a3a4d6b7e52daa449b44976f806b87190dc26045c448925a20f0511760617
1568,16,down,a8766df7b26df1d6cbc7989655db3500d68f83cec7b5ec5310a75517a4defcf9
1579,16,down,322ff31c34d3e043d19304497561eb93de99b73f9767d07cbb0472839dfce4f9
1586,16,down,616fc849d110e7d4096a526cb2fc8ea92fa47e954e329a572e6d43f2b6f370dc
1596,16,down,0b459bb679b750499675b1cd20c09679447578ddc74673024bed1cebedd972a2
1626,16,down,2e27d013158f0ce9cfdeba6ab9ce288d909859c7f9d1c6374fd5f0a0d1415dd7
1640,16,down,04a55d434baaf6ad6a8359ead3205bb4a4a891151a9fd2a0dc4f250a0d4fd8b2
1644,16,down,7555636c35c8a2f6ccaf5da0e8c0dea6738c98314d388dd64f123fa5791d27b1
1648,16,down,e2ff856158ec4390475926e2686f104f88558347ff8b04f95a1f757a1b9e7d12
1654,16,down,de3459bffd07b835f949ff2d269841327a29bdd1771704ba83224cdb5699e6fd
1667,16,down,548911e58fbd8e5bffc089fdea5567bcf83e3423380e933e4a0bdbda5c27e6a5
1703,16,down,96cbff0786377d2e2e7e96bb40725f834fb240e7eaf96aa09541b38d2c6fb733
1711,16,down,2de1bd8b886f92698430ec9f8c47dcd60e15fc0d614badb971befe78dbbd1412
1771,16,down,1dcfcbf6a0e8cd52dde2d3cdeede5e4d222d0500010d08e91aa872f4af43cee9
1783,16,down,28dadcb561ebb1a5e164c702d5efea93d3f20f0d18b91fc90132a622d7e0f937
1814,16,down,e31d596b0025c77a3ad24416d207b02c82be2890ea36201f6e43a92914370a82
1833,16,down,d9fc51711348ed1b863ce422079a7d167b6ff2f54366fc24713bdb749d1840e1
1836,16,down,50e4886437404b4aaa29ed55cdf2366da844dc76dcc4282ef5aaf58197fe28f3
1839,16,down,2d6ca27bedd407140f54f5ce8239fbbf2a460edfb97ad7ef889c8d57daa13217
1852,16,down,5ee1feef2c9a455c9582004d8c3e110290b51313efb2a19f3d96a945adbc1f0a
1871,16,down,d08ffc1a09344d00f753ec045bcc908336e8465bc8287e70769b6e122c0eed5c
1877,16,down,ec0d13551a2ac7d6c5e21b9d66fa5c1aa3b5bee4ee5f9961e7b3d20b5791b460
1884,16,down,14265ea754a87e66cd18d9dbfdbdd5b2ed606c53d9fc3aa8dc461ae657667a25
1927,16,down,e94de234b52ab90572c6407928f5c9c1238632f83ca6c0527fda663dd28c194c
1954,16,down,0b555d44954ea2a909edc69e96c4e75cdebed352c521b61446e95a82244e1924
1956,16,down,ad8d4912cbde3f293320ffa3f1253778e947db602135653645ab2113eaf25f64
1960,16,down,caca045f8e8b80a0b5512cecb3bc730be771eb40ec890ca694740e48fb911d85
1977,16,down,7bc222d0a813bdab028fa8c34b2a480c8a9bf9dd06bd90ba1fee5617f7bec560
1986,16,down,46e4917789fc6fbdb67c638132bc1950193d154c6df78e1d881de65c02a785d2
1993,16,down,7e4c8ed0692bacc242deaabecc45e45f0d1652824d638d21391c95d7d7add51a
2003,16,down,d67aea86cb386ab2d49a6de403461865884904f36b35b272122acda1f58b0149
2011,16,down,089ec0d9eb3ec665cda4f20413983a11c37c53310035f6444a1f0f3737e525d7
2024,16,down,cb0b32193ad03c2f4bb503b22728fad4b0f9193473afc70179ec91b8b8e7dd5b
2028,16,down,ee5c03063c5a1be2b1d4d54e9457055024e5449af153b410ec33bd1fad842b39
2062,16,down,b5ff8156291a31b09a7c2b98253a388e82b55d2e35ed9f6a5f168b51bb036505
2070,16,down,9a819d8ca9fa6469f3a4a1f498d3f8e26f1edcb707fc99074a037e0d2684dfb8
2082,16,down,0bee967b6f8637a24fccbae8aa1b066c1279f0e4672098f4455fe642a3a94a1f
2095,16,down,0834203ce1dab3f741580ee7ea503103db55708eafedc364ae98d8ab0df23e1a
2109,16,down,359c8a68138771df28db0b91782800a1ec343009fc4ef7b18a268587a8108517
2114,16,down,2e0c9a41fa0d7eee6c7d9da87d3c214471850ea93c33cabc543dc150e89d7bdc
2116,16,down,2c96f2f962a3207f89cf0910919b732bb215f449f30109ea9412c6f072fd3a6b
2157,16,down,0b99eee172b6850c1a8c095e82bff4446f61b9ecda72a00931a4c7b7338a7d41
2167,16,down,6ceccd5f54499c41b04eb4a64663317d8e9db29f6946bebdd18d94eeeea84e65
2178,16,down,5979987f3c59c8aab9cca32da529d2d574341b80198c502cc7e5bc6dc173a548
2191,16,down,5b5cc48678c0ef4f1f84fcd18790088a83f3ab0fde463b3de0b6ba3d422e712d
2230,16,down,01709d3ac040b88b034826edd04433066b57e1a661141c34ff95e1672ea4cee9
2242,16,down,b2003335adb6d7a27c6e822768f07db73d1fddbd5f87555c60c5885d5b2111f6
2265,16,down,6fe9e43ed2f4cdf3e2b0dea6bb75a4211e72704d80a6ba97c7784163e0c10f42
2268,16,down,f8ca5fc1b6d5f5b0d2824638eb9a59723ca2bbfa005e0ad555738959c6c8bfc2
2291,16,down,c4c5ac1c4aa4d5c924eb7973ecab6f19fc6662ec199878a64fa8a7bd2482bde1
2334,16,down,72cb609bff9df810453728d7b9a183293dbbfcc7dc4bae49455d79fbc360f821
2340,16,down,ca7a152bb6832c8e180ec845ab499fc87cc5785e7f066f8cbf84e85f85a5bf57
2342,16,down,38d99056716072afab0e71eecb8fcedecf8bc310306b150df459db88a3642121
2351,16,down,eeb188846576f31f9d6d5fd9bb3360e82a34772db6ca784a1dc74f122de3ad5c
2391,16,down,3e3c70a78bd42387c80761e4344782c34b055e2d13d239a02497d46eb1173b83
2392,16,down,572ef08d94e77d54e037dcef30451c9a9baa2af81c21c90fd50c667354fe5a4a
2399,16,down,30b5f8030fdeeadbc78816f625c0f47bdb3ea52176528c0382ff945f6c98a960
2414,16,down,45602c73b66a7dcb898279743925af3ccf60ba6793c07d79b26cfc7bae5b710e
2427,16,down,062a88fe27d30181dc0c8ecf51db9d9bde6792e3cef35b1a8607854fa1660cb9
2458,16,down,6fa05e8dc7b47030a91c8e7d47309a73ae0d605a6acff85e0550589d2d8f3027
2501,16,down,0a8efdd28a34eeb794ef318516f3ee5af5ee879dd551f93fba1340a48b4d6696
2502,16,down,daf1b77d9763c7baef7668ba08cf90a2eb1da92b72c6ac47aa9ccbe4dc991d18
2536,16,down,df34ac72138b7bf987b25e29d071e5b65e0dcce97e0e8776f4bf8efdd45a4824
2539,16,down,d3d15779d6344d9c6b08595ce97560f836df154ddafd237db8d32654f9903d24
2610,16,down,7622c58b7106755c39c649d799bbf760d4bcbc3b699169eefbfef780d68c3474
2623,16,down,f80638d70d95362d0744f98ea41dac7ce6595480d13b33cb5c619f0e93e96719
2655,16,down,ac0ca4890c4b21acd0f623dcd7ccb13b4d039d23c93972ed27d2bba7aa6c0725
2668,16,down,159b6fb5a42683cb424367a7f196070d3ab14b35e87c3ce4faaa8eb4cdf0f24c
2676,16,down,eb651961a97000e2d0f922f866f0d35a5956085cbb4d734b2f1e460343ec8f75
2687,16,down,3688c4546c330fa3bb25f137e102ad9f6fbcce61cfe4c793e52ea220946aaf61
2690,16,down,5a54e81d8a2c6844866c08bec2659db1a9c4e846a15584bbf50336c748b17e66
2704,16,down,b0e7adb2257ad70981c2a759c89b30d24b97e9e1f87d2ee6ca377750e30036e3
2745,16,down,fdba755cf5146a297a44b25c111f08d132ec50b1edd4a87b86153cf71b86bb75
2746,16,down,be9b78e71e928172da1ff735ceb531d547bef0b3a06ee18bfb68543f2961822d
2750,16,down,9f85757494081e76fd233959eca757d7d2149d176854c3c795170a2fcda9894a
2754,16,down,9d614313902004ed887fcd9cb70680b121d4df0f9b26163a8c70a809d8761ae5
2757,16,down,1895a2487d806f47e439688d7af142be9c871d62439dc642446a437cce93c6c4
2766,16,down,74b082dde428c3978609ed0e7efc83fc8f4367e49a5fd1c076dfdff1138808df
2807,16,down,cc49f99221f4863fa09bf787c5f573d481b0270eec0d6b50883214c0b16f1475
2844,16,down,310355735dae77936ea0c0898a909c1fa61125cd4d421fa908c0035a193ed852
2854,16,down,0fac5955fd40be771f0b5bec61361c0b6b37cdc04e5189e1174b21e55a476d4c
2861,16,down,f65480c37537ab929cf4dde95cd5d2e93b5a3f422b3034aad348178ab84cf0c2
2888,16,down,c1da394e197748c476cef3574a03f808f5b4cfc04051e30c16df92129c51e50f
2898,16,down,07d674be0762d11a5775752cbf470caeb7b406dfe13c1ae3459f4368bc1762ba
2950,16,down,8a2a57e79209d79984a6cf290743016e8226fbaa860f4f2e48edfd4b0ddf3e22
2958,16,down,fa586e23800ab166aec9be1c370e26945afeb06311613c60516a8d02b51423b1
3015,16,down,a94fd0127bafbb82b20b02998bf9a87da4b0ac5603b5436390e79bd263e928a8
3024,16,down,69e78bf7532c629a6255910fb1d3df441dc213353deeeacd436a0ca8cded3e66
3025,16,down,36c4de74c2f8fbac24280acd12d2187102ca0b4713b29e767373ff1fa3729cde
3034,16,down,1f5b0748d1c2c885a4a1e9fc72ee19560f1a04f85cd4f27435cfbc8a86f6e591
3067,16,down,e1b7eee65812f323eafb2db3d8caafd76f1e0788869a61bc65d23a269e9687bd
3078,16,down,04594849fa7d88baec6dba9ec4a06964a248e9b217d0a68bebceb3852fd726be
3079,16,down,484a3468fb4f76659c74158c64d100362a9696935ed2e2a163846a0f749d9ea9
3083,16,down,066c4288c557b568ae6100265de8c8f632a6057c11782ce15fcb7d86a787a472
3122,16,down,9cf913d555b92051706177d8bf323206959909e7cee60bb0f184958e6070c50d
3153,16,down,d135d8cd0c4518eb30d836a056c3136628aa1e8584763e2c8fb7147be58f34fa
3157,16,down,2b1dfa765ff760c2a1bb47aa90eda8f7eec5b73d7985ce1a8129ee420c41580a
3163,16,down,8275724088e3b571af505c1f63f56c7221d43192766bebf2de0a2af2780938db
3179,16,down,0db63947368274b2e8172e7d863704d4361c41e43d1bd28599169cbf932f3390
3191,16,down,2d3ad14dbb9f0acd4ae1b759a88ec4002948b6589f9c1fe5ea72a8189aa0e969
3276,16,down,5c2b5a2988abbca8286f4d78a9a3290ec50506624c3d542d08891b06f33f5f81
3287,16,down,caa6240d3b85247dfe16cfcf821de8fd128d2bf4126598e4763cf06dd468a321
3288,16,down,236a9d152aa9166ba8debcc6d7b3e8ba29ec2feef73a755385cf1a7dffc7be26
3292,16,down,dd06b7999895451ce443405f9d7d6713b6fad8577a2da422c9ea4914f51c3503
3318,16,down,8589e46d1c725f6daa13582ede7462134ba7cfc8c71b5a69ffe8afea3caf1440
3347,16,down,a8eb399f72a276114423f093d1a7823f95714c4029e605216ed2d18ca56e8835
3353,16,down,682fb0bb528382c5835921754766cd8b28857252ceccd787454a615797e9b5ad
3362,16,down,f7412112011f52b3a36ac478a92ed810dc3839c5992362901ed5030f0ee178dc
3365,16,down,a1d06b4d59c00a099b8e3d6e530efdc3abce076391f1606be05c550ac75c1c88
3375,16,down,79538a5970b0caca151847dd6ac40664d2f9d511f8edf97790441b936cd35848
3383,16,down,05980639ec568e4e00b46dff46d819dadf800d4ced6de921c93ef0e4a0be048e
3404,16,down,81a7673a54780250f525c8041c61f2258282787352179ba68a6eb57b40f809ff
3412,16,down,efcaa1806560ccb2e543211b272a5826f5e87802c170da50527af7c49f1b1cb7
3413,16,down,1b42958fa3683b7ec2df8d8362887226f86973c1c9bed76b1da526a7816450ec
3418,16,down,a03f9d99999861a8ed5c78e39bb6dea507578d99f331264b3a5a46a07ca33b23
3437,16,down,0401be38583602412883dbe084c30f8bf2dd80ed8907feb738fd7ec50b73fc1e
3446,16,down,8e927f33a0544ebd4e847d3f05480f3cbc43003ec2f7803703601258751be489
3454,16,down,5fec45ec977108eac77e65807720e2e8e0c0e75464a692c5528be921bdabd7c0
3455,16,down,db98879fd00f46587c7944d63bebc50265f171c569aed3315c17415ee95a3b4f
3458,16,down,4a7fe5340731bfd878fe4414c4519d981f7e29c31ef2bb5941678adedd39cf0a
3467,16,down,8a40b8e5a2d3755e6a847624bcca6b9599b275f06ee7e7cec3e785204615ef78
3491,16,down,af27f664bd33f2806528d7ed3f7e43673854f005c652eca471e92caf2cf2cb1f
3494,16,down,157adfdc1c4a2fb1767fb85257531d131e08ace089620e33a3212fa7b7b85e43
3512,16,down,bbb0d22dbdabc158b36d9633048ec42c778e34ccfcd70bfaf4ca14d77eaaf2fc
3515,16,down,1de4ccc391b3513d1bca35e7d935616608c2d8af7468d0397e5e5a25da12c9e4
3542,16,down,dd317a0c864a1924800745765a60207cacb7d061733c22265249c9a0958b78df
3550,16,down,9ff493561b3b7c5ccbe70530170047a06891b5ef47a69b8685f856111a718829
3562,16,down,0b3cc86138d33bf3b18761b222f476f1a19b19b220d90882315da7bfa79adace
3755,16,down,e2d077a8b1bcf0124fc722ef00996688c9eb526fb0f282a3690963a3eec6a47d
3763,16,down,3c618ff79036edeab7ad9a4957af7fd05037618c5f2f81092a598d631e4c8bda
3777,16,down,71570e7a48b1bb31c49c3da912c205314c20f44a912de463fbcc23ae799b4b81
3778,16,down,5be31cb909f9c753214162df023abba0179ff331a8e06849cea440eb4ee79c93
3779,16,down,5d8acf1986472102d62fecd709e22dd402d55c9820c2257bb19b1e03ee4b00f6
3844,16,down,7713035179c39552658efcb33ffd4ba4b04f3f8d92c278e059119e586624d8ca
3851,16,down,5311422b332867e3cd6daee26db114a6ffe74e9dc6151dee6b2057b7c1d417bf
3852,16,down,f28cd81fd605460b2f182e6d29e27d465888614d826dec31cf20fda6baebb26e
3863,16,down,a347868985e4b050b7240d29e8ba2785913ee778c45cdda491a59ddaca040f5c
3867,16,down,5d9982130f35d0d3e377e19c7a8320735a4262b2f023523f4f7301f4dae67807
3876,16,down,d6795e7eeb931b75e378f1b322898d7ee086f87e5f4c8597ffc283b412aecc4f
3889,16,down,5c0cf4aa17424530f453722f4f2165f3d90274ce9c3539fbed2b3d72c347d530
3891,16,down,677a1391e79ee331c22defd7a997acc2d2db7eda750e5440639e4f2fec268c2a
3893,16,down,52c909b2094d22875da000cb631070702135ebe9810eb2e92ce0f2f80850e17a
3905,16,down,6a9a4f862953d6144115707bde9c06b6ad5ab8e467c3a7e9ff5dc583dcd1c754
3914,16,down,e89b13dca7ef248ac330490f54b8b7e38cb4ae3726cefab1598d3d5ca8d468cd
3937,16,down,e9a0cd9823d08057334e76c7fc213d82f1c730c4b92df3a387dda626316043f2
3942,16,down,708f23e6fe611fb95e33ca09841abc6474a28c2b7b4655b8c7fa9c09cecbe49b
3948,16,down,6db9484bd1453e9b440552bbdcbac4c6695a549f9d747d6d3c65e30fe470b6c2
3962,16,down,de3c6a93e6ecbf0f3268e97824c3d775f3cd0a123350adca7e390fba413f32f8
3965,16,down,b88d80931f35b864493e51ff00359ffd6cc8ac6d4a925c31345f1749981bbaf5
3994,16,down,98f3f6e30fc3666fd6a0d0f1a26a8e1f1df2ad79e5eb2db13cf6e8e1ed84eb5d
3996,16,down,f8b59bc21bbb78b766b6da3e084f0c84411387fa7961f108089f64c1cb1901e3
4011,16,down,7c5b7b8ff0faf8b338be12e6436595582355d3bf385f512852c4772fff05b331
4023,16,down,9834ffed05a44b97c289ef83b4c0c8d0236ba4f824bfa5c04846e7c4871e021c
4054,16,down,9370471e1f53f9736bf6740d4dba280495c8f9303a0255de971d02cb3bcbda08
4065,16,down,2740e192cfca8f349ad7e2f5106628d8b64095787974ac03872c9bc574b77785
4069,16,down,26b000a24e2325d3aebadb37618abe89601b59c0b0aa9c5eb17d4ca6a751b656
4093,16,down,9a9a2159a8c425b5c7fc16088b4e14fc157d4a5bcafdb06843259cfd605c630a
4094,16,down,3ec3020c1b37de7f70aef1890a58c2259985d1b8abcaaacd327d4b859374120c
4106,16,down,bdc011de74305a8039e8289e5ebd6f2bb8028d5d8dc128bc6e489e5402f54962
4130,16,down,92533678d6f67935ecff1432736bb3f16181dc49d0f50f1ec69406e33587ba02
4168,16,down,702f39e30490e58390cdf15159d998764c828787163b73329255794934a71557
4170,16,down,93cd876908c3829e2108e09539788a2320fba79505461595196f207082fe78a6
4172,16,down,c3bb929904c9f46bd8d847c694f0650696fb683be7855822da6c0483d092e786
4177,16,down,06ef7ef5d54b9e4439469b12081aef5210cd26b1d507830e92c5d5d8f7b08385
4215,16,down,f4c62877d5d41535f2bbff96da7e86a652e951a6e5545aa795a412a27bf610d6
4229,16,down,24fb5d8df724d048686eb80f9e384baa41809d25e6fe8dd734afd0ca031c92e3
4236,16,down,d32757d112c127ba6fe5fd2386de6e50bb300c1a8ccd2252adc19031a400a878
4242,16,down,2b7f98161e8a1c380db0a2be8c3b98511ca2925ff8e59121a89928516ee177b9
4254,16,down,cf68abfea8612e1d1d358ad96f08b977d2fa9d4d2f6a0039dbc3d629c11d4092
4290,16,down,b9c8d3caec58b1f4f3783b6a6ac7e4712ede39e55efcfba0da93ec21ff4be41e
4298,16,down,60d70b1fcffda000e081f2102b49549630495589e8d6bacee3a277b63808bb8a
4308,16,down,5de5a2e7bc69b2d16fb1dd0642b79b44d705cf2b36f41de35317761a5d535d73
4311,16,down,9d1458e8be25d7ba1e62f90ef3c193255a8012f80f88a3ebc37a1e4e49f9efbb
4323,16,down,59b7f5dff742bb9a4d7f4d348775b1cc08672db42f0373b6ffbe29769cdbae9d
4330,16,down,2fb07d0aacb889b9745a311823458d045f476f1efafc37a275856eb2c0b7972b
